ID,指标名称,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量,
3469,CZCE：PX：07合约,2024/07/19,#N/A,#N/A,#N/A,#N/A,8516,0,0,
3470,CZCE：PX：07合约,2024/07/22,#N/A,#N/A,#N/A,#N/A,8460,0,0,
3471,CZCE：PX：07合约,2024/07/23,#N/A,#N/A,#N/A,#N/A,8438,0,0,
3472,CZCE：PX：07合约,2024/07/24,#N/A,#N/A,#N/A,#N/A,8422,0,0,
3473,CZCE：PX：07合约,2024/07/25,#N/A,#N/A,#N/A,#N/A,8348,0,0,
3474,CZCE：PX：07合约,2024/07/26,#N/A,#N/A,#N/A,#N/A,8348,0,0,
3475,CZCE：PX：07合约,2024/07/29,#N/A,#N/A,#N/A,#N/A,8348,0,0,
3476,CZCE：PX：07合约,2024/07/30,#N/A,#N/A,#N/A,#N/A,8328,0,0,
3477,CZCE：PX：07合约,2024/07/31,#N/A,#N/A,#N/A,#N/A,8328,0,0,
3478,CZCE：PX：07合约,2024/08/01,#N/A,#N/A,#N/A,#N/A,8328,0,0,
3479,CZCE：PX：07合约,2024/08/02,#N/A,#N/A,#N/A,#N/A,8328,0,0,
3480,CZCE：PX：07合约,2024/08/05,#N/A,#N/A,#N/A,#N/A,8228,0,0,
3481,CZCE：PX：07合约,2024/08/06,#N/A,#N/A,#N/A,#N/A,8176,0,0,
3482,CZCE：PX：07合约,2024/08/07,#N/A,#N/A,#N/A,#N/A,8168,0,0,
3483,CZCE：PX：07合约,2024/08/08,#N/A,#N/A,#N/A,#N/A,8146,0,0,
3484,CZCE：PX：07合约,2024/08/09,#N/A,#N/A,#N/A,#N/A,8126,0,0,
3485,CZCE：PX：07合约,2024/08/12,#N/A,#N/A,#N/A,#N/A,8126,0,0,
3486,CZCE：PX：07合约,2024/08/13,#N/A,#N/A,#N/A,#N/A,8126,0,0,
3487,CZCE：PX：07合约,2024/08/14,#N/A,#N/A,#N/A,#N/A,8126,0,0,
3488,CZCE：PX：07合约,2024/08/15,7978,7978,7938,7938,7958,2,2,
3489,CZCE：PX：07合约,2024/08/16,8004,8056,8004,8056,8030,2,0,
3490,CZCE：PX：07合约,2024/08/19,7996,7996,7984,7984,7990,2,2,
3491,CZCE：PX：07合约,2024/08/20,7848,7942,7780,7780,7870,14,6,
3492,CZCE：PX：07合约,2024/08/21,7844,7844,7844,7844,7844,1,7,
3493,CZCE：PX：07合约,2024/08/22,7800,7800,7800,7800,7800,1,7,
3494,CZCE：PX：07合约,2024/08/23,7788,7788,7788,7788,7788,1,8,
3495,CZCE：PX：07合约,2024/08/26,7816,7876,7816,7876,7854,4,7,
3496,CZCE：PX：07合约,2024/08/27,7876,7876,7828,7866,7854,8,6,
3497,CZCE：PX：07合约,2024/08/28,7836,7866,7836,7866,7852,9,10,
3498,CZCE：PX：07合约,2024/08/29,7836,7890,7836,7890,7858,6,8,
3499,CZCE：PX：07合约,2024/08/30,7986,7986,7878,7878,7914,6,11,
3500,CZCE：PX：07合约,2024/09/02,7822,7824,7704,7720,7788,20,18,
3501,CZCE：PX：07合约,2024/09/03,7736,7736,7538,7568,7614,63,30,
3502,CZCE：PX：07合约,2024/09/04,7424,7424,7340,7388,7368,38,29,
3503,CZCE：PX：07合约,2024/09/05,7390,7390,7318,7318,7354,4,29,
3504,CZCE：PX：07合约,2024/09/06,7190,7298,7186,7284,7248,48,19,
3505,CZCE：PX：07合约,2024/09/09,7162,7162,7162,7162,7162,1,19,
3506,CZCE：PX：07合约,2024/09/10,6962,6962,6962,6962,6962,1,18,
3507,CZCE：PX：07合约,2024/09/11,7010,7010,6810,6958,6868,9,18,
3508,CZCE：PX：07合约,2024/09/12,#N/A,#N/A,#N/A,#N/A,7004,0,18,
3509,CZCE：PX：07合约,2024/09/13,7120,7120,7050,7050,7066,5,18,
3510,CZCE：PX：07合约,2024/09/18,#N/A,#N/A,#N/A,#N/A,6938,0,18,
3511,CZCE：PX：07合约,2024/09/19,#N/A,#N/A,#N/A,#N/A,7008,0,18,
3512,CZCE：PX：07合约,2024/09/20,7116,7116,7116,7116,7116,2,20,
3513,CZCE：PX：07合约,2024/09/23,#N/A,#N/A,#N/A,#N/A,7010,0,20,
3514,CZCE：PX：07合约,2024/09/24,7122,7122,7122,7122,7122,1,19,
3515,CZCE：PX：07合约,2024/09/25,#N/A,#N/A,#N/A,#N/A,7122,0,19,
3516,CZCE：PX：07合约,2024/09/26,#N/A,#N/A,#N/A,#N/A,7122,0,19,
3517,CZCE：PX：07合约,2024/09/27,#N/A,#N/A,#N/A,#N/A,7232,0,19,
3518,CZCE：PX：07合约,2024/09/30,7564,7594,7520,7594,7578,11,18,
3519,CZCE：PX：07合约,2024/10/08,7692,7692,7692,7692,7692,10,17,
3520,CZCE：PX：07合约,2024/10/09,#N/A,#N/A,#N/A,#N/A,7692,0,17,
3521,CZCE：PX：07合约,2024/10/10,#N/A,#N/A,#N/A,#N/A,7656,0,17,
3522,CZCE：PX：07合约,2024/10/11,7554,7572,7554,7572,7564,3,17,
3523,CZCE：PX：07合约,2024/10/14,7534,7598,7534,7542,7560,4,17,
3524,CZCE：PX：07合约,2024/10/15,#N/A,#N/A,#N/A,#N/A,7406,0,17,
3525,CZCE：PX：07合约,2024/10/16,#N/A,#N/A,#N/A,#N/A,7358,0,17,
3526,CZCE：PX：07合约,2024/10/17,#N/A,#N/A,#N/A,#N/A,7226,0,17,
3527,CZCE：PX：07合约,2024/10/18,#N/A,#N/A,#N/A,#N/A,7238,0,17,
3528,CZCE：PX：07合约,2024/10/21,#N/A,#N/A,#N/A,#N/A,7238,0,17,
3529,CZCE：PX：07合约,2024/10/22,#N/A,#N/A,#N/A,#N/A,7238,0,17,
3530,CZCE：PX：07合约,2024/10/23,7356,7356,7356,7356,7356,1,16,
3531,CZCE：PX：07合约,2024/10/24,#N/A,#N/A,#N/A,#N/A,7356,0,16,
3532,CZCE：PX：07合约,2024/10/25,#N/A,#N/A,#N/A,#N/A,7356,0,16,
3533,CZCE：PX：07合约,2024/10/28,#N/A,#N/A,#N/A,#N/A,7304,0,16,
3534,CZCE：PX：07合约,2024/10/29,#N/A,#N/A,#N/A,#N/A,7124,0,16,
3535,CZCE：PX：07合约,2024/10/30,#N/A,#N/A,#N/A,#N/A,7124,0,16,
3536,CZCE：PX：07合约,2024/10/31,#N/A,#N/A,#N/A,#N/A,7130,0,16,
3537,CZCE：PX：07合约,2024/11/01,#N/A,#N/A,#N/A,#N/A,7154,0,16,
3538,CZCE：PX：07合约,2024/11/04,#N/A,#N/A,#N/A,#N/A,7176,0,16,
3539,CZCE：PX：07合约,2024/11/05,#N/A,#N/A,#N/A,#N/A,7180,0,16,
3540,CZCE：PX：07合约,2024/11/06,7182,7182,7066,7066,7104,4,13,
3541,CZCE：PX：07合约,2024/11/07,#N/A,#N/A,#N/A,#N/A,7166,0,13,
3542,CZCE：PX：07合约,2024/11/08,#N/A,#N/A,#N/A,#N/A,7202,0,13,
3543,CZCE：PX：07合约,2024/11/11,#N/A,#N/A,#N/A,#N/A,7202,0,13,
3544,CZCE：PX：07合约,2024/11/12,7092,7156,7074,7156,7118,4,14,
3545,CZCE：PX：07合约,2024/11/13,#N/A,#N/A,#N/A,#N/A,7120,0,14,
3546,CZCE：PX：07合约,2024/11/14,#N/A,#N/A,#N/A,#N/A,7086,0,14,
3547,CZCE：PX：07合约,2024/11/15,#N/A,#N/A,#N/A,#N/A,7018,0,14,
3548,CZCE：PX：07合约,2024/11/18,#N/A,#N/A,#N/A,#N/A,7018,0,14,
3549,CZCE：PX：07合约,2024/11/19,#N/A,#N/A,#N/A,#N/A,7058,0,14,
3550,CZCE：PX：07合约,2024/11/20,#N/A,#N/A,#N/A,#N/A,7094,0,14,
3551,CZCE：PX：07合约,2024/11/21,#N/A,#N/A,#N/A,#N/A,7134,0,14,
3552,CZCE：PX：07合约,2024/11/22,#N/A,#N/A,#N/A,#N/A,7134,0,14,
3553,CZCE：PX：07合约,2024/11/25,#N/A,#N/A,#N/A,#N/A,7110,0,14,
3554,CZCE：PX：07合约,2024/11/26,#N/A,#N/A,#N/A,#N/A,7064,0,14,
3555,CZCE：PX：07合约,2024/11/27,#N/A,#N/A,#N/A,#N/A,7064,0,14,
3556,CZCE：PX：07合约,2024/11/28,#N/A,#N/A,#N/A,#N/A,7014,0,14,
3557,CZCE：PX：07合约,2024/11/29,#N/A,#N/A,#N/A,#N/A,7014,0,14,
3558,CZCE：PX：07合约,2024/12/02,#N/A,#N/A,#N/A,#N/A,7014,0,14,
3559,CZCE：PX：07合约,2024/12/03,#N/A,#N/A,#N/A,#N/A,7014,0,14,
3560,CZCE：PX：07合约,2024/12/04,#N/A,#N/A,#N/A,#N/A,7014,0,14,
3561,CZCE：PX：07合约,2024/12/05,#N/A,#N/A,#N/A,#N/A,6950,0,14,
3562,CZCE：PX：07合约,2024/12/06,6860,6860,6860,6860,6860,1,13,
3563,CZCE：PX：07合约,2024/12/09,6890,6890,6862,6862,6876,2,12,
3564,CZCE：PX：07合约,2024/12/10,6926,6940,6926,6940,6936,3,11,
3565,CZCE：PX：07合约,2024/12/11,6946,6946,6946,6946,6946,2,9,
3566,CZCE：PX：07合约,2024/12/12,7070,7070,7008,7054,7038,7,10,
3567,CZCE：PX：07合约,2024/12/13,7096,7096,7036,7036,7066,2,11,
3568,CZCE：PX：07合约,2024/12/16,7054,7178,7054,7178,7138,5,11,
3569,CZCE：PX：07合约,2024/12/17,7100,7154,7098,7140,7128,10,8,
3570,CZCE：PX：07合约,2024/12/18,7162,7162,7162,7162,7162,2,6,
3571,CZCE：PX：07合约,2024/12/19,#N/A,#N/A,#N/A,#N/A,7162,0,6,
3572,CZCE：PX：07合约,2024/12/20,#N/A,#N/A,#N/A,#N/A,7096,0,6,
3573,CZCE：PX：07合约,2024/12/23,#N/A,#N/A,#N/A,#N/A,7096,0,6,
3574,CZCE：PX：07合约,2024/12/24,#N/A,#N/A,#N/A,#N/A,7096,0,6,
3575,CZCE：PX：07合约,2024/12/25,#N/A,#N/A,#N/A,#N/A,7096,0,6,
3576,CZCE：PX：07合约,2024/12/26,#N/A,#N/A,#N/A,#N/A,7026,0,6,
3577,CZCE：PX：07合约,2024/12/27,#N/A,#N/A,#N/A,#N/A,6928,0,6,
3578,CZCE：PX：07合约,2024/12/30,#N/A,#N/A,#N/A,#N/A,6946,0,6,
3579,CZCE：PX：07合约,2024/12/31,#N/A,#N/A,#N/A,#N/A,7008,0,6,
3580,CZCE：PX：07合约,2025/01/02,#N/A,#N/A,#N/A,#N/A,7130,0,6,
3581,CZCE：PX：07合约,2025/01/03,7074,7206,7072,7118,7132,15,5,
3582,CZCE：PX：07合约,2025/01/06,#N/A,#N/A,#N/A,#N/A,7150,0,5,
3583,CZCE：PX：07合约,2025/01/07,#N/A,#N/A,#N/A,#N/A,7078,0,5,
3584,CZCE：PX：07合约,2025/01/08,#N/A,#N/A,#N/A,#N/A,7078,0,5,
3585,CZCE：PX：07合约,2025/01/09,#N/A,#N/A,#N/A,#N/A,7256,0,5,
3586,CZCE：PX：07合约,2025/01/10,#N/A,#N/A,#N/A,#N/A,7270,0,5,
3587,CZCE：PX：07合约,2025/01/13,7426,7426,7426,7426,7426,1,5,
3588,CZCE：PX：07合约,2025/01/14,7410,7410,7410,7410,7410,1,5,
3589,CZCE：PX：07合约,2025/01/15,#N/A,#N/A,#N/A,#N/A,7452,0,5,
3590,CZCE：PX：07合约,2025/01/16,#N/A,#N/A,#N/A,#N/A,7568,0,5,
3591,CZCE：PX：07合约,2025/01/17,#N/A,#N/A,#N/A,#N/A,7568,0,5,
3592,CZCE：PX：07合约,2025/01/20,#N/A,#N/A,#N/A,#N/A,7474,0,5,
3593,CZCE：PX：07合约,2025/01/21,#N/A,#N/A,#N/A,#N/A,7474,0,5,
3594,CZCE：PX：07合约,2025/01/22,#N/A,#N/A,#N/A,#N/A,7410,0,5,
3595,CZCE：PX：07合约,2025/01/23,#N/A,#N/A,#N/A,#N/A,7294,0,5,
3596,CZCE：PX：07合约,2025/01/24,7274,7274,7274,7274,7274,1,5,
3597,CZCE：PX：07合约,2025/01/27,#N/A,#N/A,#N/A,#N/A,7274,0,5,
3598,CZCE：PX：07合约,2025/02/05,7216,7216,7216,7216,7216,1,4,
3599,CZCE：PX：07合约,2025/02/06,7184,7184,7184,7184,7184,1,4,
3600,CZCE：PX：07合约,2025/02/07,#N/A,#N/A,#N/A,#N/A,7360,0,4,
3601,CZCE：PX：07合约,2025/02/10,7414,7454,7414,7454,7432,6,3,
3602,CZCE：PX：07合约,2025/02/11,7490,7490,7356,7356,7434,34,3,
3603,CZCE：PX：07合约,2025/02/12,#N/A,#N/A,#N/A,#N/A,7424,0,3,
3604,CZCE：PX：07合约,2025/02/13,7406,7406,7298,7312,7372,31,10,
3605,CZCE：PX：07合约,2025/02/14,7308,7308,7306,7306,7308,2,8,
3606,CZCE：PX：07合约,2025/02/17,7290,7330,7286,7328,7302,10,11,
3607,CZCE：PX：07合约,2025/02/18,7376,7376,7324,7324,7350,2,10,
3608,CZCE：PX：07合约,2025/02/19,7392,7392,7342,7342,7364,3,12,
3609,CZCE：PX：07合约,2025/02/20,#N/A,#N/A,#N/A,#N/A,7340,0,12,
3610,CZCE：PX：07合约,2025/02/21,7358,7382,7268,7288,7320,7,13,
3611,CZCE：PX：07合约,2025/02/24,7204,7204,7178,7178,7192,2,13,
3612,CZCE：PX：07合约,2025/02/25,#N/A,#N/A,#N/A,#N/A,7180,0,13,
3613,CZCE：PX：07合约,2025/02/26,7148,7148,7056,7058,7076,22,24,
3614,CZCE：PX：07合约,2025/02/27,7076,7100,7052,7100,7076,3,24,
3615,CZCE：PX：07合约,2025/02/28,7106,7128,7058,7076,7100,9,22,
3616,CZCE：PX：07合约,2025/03/03,7078,7176,7048,7114,7146,3562,3454,
3617,CZCE：PX：07合约,2025/03/04,7114,7134,6928,6936,6992,1461,4736,
3618,CZCE：PX：07合约,2025/03/05,6908,6956,6894,6908,6928,2331,6686,
3619,CZCE：PX：07合约,2025/03/06,6904,6904,6776,6856,6844,7544,11758,
3620,CZCE：PX：07合约,2025/03/07,6858,6866,6798,6860,6840,7985,12946,
3621,CZCE：PX：07合约,2025/03/10,6884,6910,6794,6812,6860,3415,13436,
3622,CZCE：PX：07合约,2025/03/11,6838,6838,6678,6750,6768,5048,13737,
3623,CZCE：PX：07合约,2025/03/12,6778,6808,6666,6678,6748,3856,13401,
3624,CZCE：PX：07合约,2025/03/13,6716,6832,6698,6770,6752,6524,14003,
3625,CZCE：PX：07合约,2025/03/14,6754,6874,6742,6864,6840,18541,16459,
3626,CZCE：PX：07合约,2025/03/17,6856,6896,6788,6878,6840,3390,16814,
3627,CZCE：PX：07合约,2025/03/18,6872,6920,6828,6902,6868,3842,16781,
3628,CZCE：PX：07合约,2025/03/19,6908,6926,6820,6850,6870,5315,17030,
3629,CZCE：PX：07合约,2025/03/20,6858,6918,6816,6896,6850,4158,17028,
3630,CZCE：PX：07合约,2025/03/21,6886,6984,6840,6904,6926,4077,16974,
3631,CZCE：PX：07合约,2025/03/24,6902,6962,6856,6950,6914,3991,17271,
3632,CZCE：PX：07合约,2025/03/25,6940,6968,6900,6932,6938,5026,17489,
3633,CZCE：PX：07合约,2025/03/26,6944,7002,6930,6978,6970,8980,17212,
3634,CZCE：PX：07合约,2025/03/27,6986,7044,6962,7020,7006,4132,17087,
3635,CZCE：PX：07合约,2025/03/28,7018,7054,6974,6984,7004,6079,17376,
3636,CZCE：PX：07合约,2025/03/31,6992,6996,6874,6926,6914,9171,17132,
3637,CZCE：PX：07合约,2025/04/01,6948,7070,6916,7028,6990,11014,18679,
3638,CZCE：PX：07合约,2025/04/02,7022,7026,6972,6988,6996,7475,19026,
3639,CZCE：PX：07合约,2025/04/03,6980,7028,6850,6852,6938,10071,18884,
3640,CZCE：PX：07合约,2025/04/07,6452,6452,6452,6452,6452,50,18899,
3641,CZCE：PX：07合约,2025/04/08,6180,6312,6030,6054,6170,12356,18794,
3642,CZCE：PX：07合约,2025/04/09,6064,6098,5738,5792,5854,16568,19421,
3643,CZCE：PX：07合约,2025/04/10,5722,6190,5650,6168,5976,25708,19827,
3644,CZCE：PX：07合约,2025/04/11,6108,6164,5978,6132,6074,15579,19810,
3645,CZCE：PX：07合约,2025/04/14,6114,6150,6078,6088,6110,8931,19130,
3646,CZCE：PX：07合约,2025/04/15,6110,6124,5986,5998,6046,14474,19376,
3647,CZCE：PX：07合约,2025/04/16,5982,6058,5888,5890,6002,15122,20372,
3648,CZCE：PX：07合约,2025/04/17,5950,6104,5924,5996,6024,16863,21561,
3649,CZCE：PX：07合约,2025/04/18,6022,6068,5982,6062,6020,15143,20532,
3650,CZCE：PX：07合约,2025/04/21,6048,6128,6020,6076,6074,9124,21347,
3651,CZCE：PX：07合约,2025/04/22,6054,6072,5978,6018,6026,20365,23034,
3652,CZCE：PX：07合约,2025/04/23,6024,6208,5972,6204,6090,18583,26096,
3653,CZCE：PX：07合约,2025/04/24,6150,6174,6072,6154,6122,26218,29491,
3654,CZCE：PX：07合约,2025/04/25,6154,6310,6146,6248,6218,21642,31140,
3655,CZCE：PX：07合约,2025/04/28,6214,6368,6206,6298,6306,22294,29589,
3656,CZCE：PX：07合约,2025/04/29,6280,6302,6196,6258,6260,12210,29138,
3657,CZCE：PX：07合约,2025/04/30,6232,6302,6206,6258,6248,14765,29786,
3658,CZCE：PX：07合约,2025/05/06,6226,6450,6090,6220,6170,12568,33928,
3659,CZCE：PX：07合约,2025/05/07,6200,6438,6194,6342,6336,14393,39603,
3660,CZCE：PX：07合约,2025/05/08,6310,6500,6310,6492,6416,36799,51615,
3661,CZCE：PX：07合约,2025/05/09,6518,6618,6500,6592,6562,48000,60173,
3662,CZCE：PX：07合约,2025/05/12,6612,6766,6496,6762,6632,67536,72014,
3663,CZCE：PX：07合约,2025/05/13,6812,6890,6728,6838,6794,41048,73504,
3664,CZCE：PX：07合约,2025/05/14,6906,7128,6876,6988,7000,75345,70712,
3665,CZCE：PX：07合约,2025/05/15,6980,6984,6806,6850,6896,44676,70505,
3666,CZCE：PX：07合约,2025/05/16,6874,6966,6848,6870,6902,48709,67707,
3667,CZCE：PX：07合约,2025/05/19,6906,6990,6830,6878,6930,45009,66060,
3668,CZCE：PX：07合约,2025/05/20,6880,6884,6690,6780,6790,40140,61545,
3669,CZCE：PX：07合约,2025/05/21,6788,6894,6778,6870,6832,33521,60435,
3670,CZCE：PX：07合约,2025/05/22,6886,6886,6708,6724,6780,41234,58929,
3671,CZCE：PX：07合约,2025/05/23,6724,6824,6724,6764,6776,33832,54155,
3672,CZCE：PX：07合约,2025/05/26,6756,6910,6712,6840,6860,76218,54917,
3673,CZCE：PX：07合约,2025/05/27,6856,6900,6734,6876,6806,53433,52302,
3674,CZCE：PX：07合约,2025/05/28,6900,6900,6726,6752,6798,103485,43063,
3675,CZCE：PX：07合约,2025/05/29,6776,6976,6722,6922,6856,67359,27361,
3676,CZCE：PX：07合约,2025/05/30,6860,6880,6704,6778,6778,38613,19523,
3677,CZCE：PX：07合约,2025/06/03,6856,6942,6716,6728,6768,40766,26727,
3678,CZCE：PX：07合约,2025/06/04,6776,6834,6720,6794,6786,31057,28278,
3679,CZCE：PX：07合约,2025/06/05,6786,6786,6638,6748,6732,19955,28943,
3680,CZCE：PX：07合约,2025/06/06,6748,6874,6736,6778,6802,11693,26791,
3681,CZCE：PX：07合约,2025/06/09,6806,6830,6642,6670,6748,12437,24702,
3682,CZCE：PX：07合约,2025/06/10,6690,6820,6640,6650,6720,7660,22027,
3683,CZCE：PX：07合约,2025/06/11,6638,6740,6600,6674,6640,7519,19214,
3684,CZCE：PX：07合约,2025/06/12,6730,6764,6634,6676,6704,2180,18926,
3685,CZCE：PX：07合约,2025/06/13,6668,7052,6662,6896,6870,6542,18684,
3686,CZCE：PX：07合约,2025/06/16,6838,6984,6836,6960,6868,12390,12065,
3687,CZCE：PX：07合约,2025/06/17,6892,6960,6850,6960,6922,2342,10584,
3688,CZCE：PX：07合约,2025/06/18,7020,7264,7006,7174,7110,6444,7572,
3689,CZCE：PX：07合约,2025/06/19,7160,7290,7110,7290,7198,1725,7312,
3690,CZCE：PX：07合约,2025/06/20,7292,7414,7240,7276,7300,3875,7466,
3691,CZCE：PX：07合约,2025/06/23,7240,7360,7220,7342,7294,1505,7123,
3692,CZCE：PX：07合约,2025/06/24,7328,7342,6934,6966,7100,704,6724,
3693,CZCE：PX：07合约,2025/06/25,6982,6984,6900,6918,6952,1969,5507,
3694,CZCE：PX：07合约,2025/06/26,6878,6904,6824,6854,6848,1037,5428,
3695,CZCE：PX：07合约,2025/06/27,6844,7230,6820,7010,6912,725,5276,
3696,CZCE：PX：07合约,2025/06/30,7022,7130,6490,6844,6984,414,5007,
3697,CZCE：PX：07合约,2025/07/01,6984,6984,6984,6984,6984,4283,5007,
3698,CZCE：PX：07合约,2025/07/02,7000,7000,6920,6920,6920,2004,3003,
3699,CZCE：PX：07合约,2025/07/03,6922,6922,6922,6922,6922,3,3003,
3700,CZCE：PX：07合约,2025/07/04,6922,6922,6922,6922,6922,3,3000,
3701,CZCE：PX：07合约,2025/07/07,#N/A,#N/A,#N/A,#N/A,6868,0,3000,
3702,CZCE：PX：07合约,2025/07/08,#N/A,#N/A,#N/A,#N/A,6868,0,3000,
3703,CZCE：PX：07合约,2025/07/09,#N/A,#N/A,#N/A,#N/A,6890,0,1000,
3704,CZCE：PX：07合约,2025/07/10,#N/A,#N/A,#N/A,#N/A,6926,0,1000,
3705,CZCE：PX：07合约,2025/07/11,#N/A,#N/A,#N/A,#N/A,6896,0,0,
3706,CZCE：PX：07合约,2025/07/14,#N/A,#N/A,#N/A,#N/A,6926,0,0,
3707,CZCE：PX：07合约,2025/07/15,#N/A,#N/A,#N/A,#N/A,6614,0,0,
3708,CZCE：PX：07合约,2025/07/16,#N/A,#N/A,#N/A,#N/A,6582,0,0,
3709,CZCE：PX：07合约,2025/07/17,6588,6588,6588,6588,6588,1,1,
3710,CZCE：PX：07合约,2025/07/18,6628,6628,6628,6628,6628,1,2,
3711,CZCE：PX：07合约,2025/07/21,6644,6710,6644,6710,6686,6,5,
3712,CZCE：PX：07合约,2025/07/22,6716,6716,6716,6716,6716,1,5,
3713,CZCE：PX：07合约,2025/07/23,6730,6746,6730,6746,6740,4,9,
3714,CZCE：PX：07合约,2025/07/24,6760,6770,6758,6770,6764,3,9,
3715,CZCE：PX：07合约,2025/07/25,6818,6932,6806,6932,6874,5,11,
3716,CZCE：PX：07合约,2025/07/28,6918,6918,6738,6746,6834,10,14,
3717,CZCE：PX：07合约,2025/07/29,#N/A,#N/A,#N/A,#N/A,6824,0,14,
3718,CZCE：PX：07合约,2025/07/30,6858,6882,6844,6844,6862,7,16,
3719,CZCE：PX：07合约,2025/07/31,6872,6880,6814,6852,6852,7,18,
3720,CZCE：PX：07合约,2025/08/01,#N/A,#N/A,#N/A,#N/A,6790,0,18,
3721,CZCE：PX：07合约,2025/08/04,6740,6740,6690,6730,6720,3,18,
3722,CZCE：PX：07合约,2025/08/05,6736,6736,6666,6694,6700,3,20,
3723,CZCE：PX：07合约,2025/08/06,6710,6752,6694,6752,6726,8,22,
3724,CZCE：PX：07合约,2025/08/07,6714,6714,6714,6714,6714,1,22,
3725,CZCE：PX：07合约,2025/08/08,#N/A,#N/A,#N/A,#N/A,6698,0,22,
3726,CZCE：PX：07合约,2025/08/11,6720,6720,6720,6720,6720,1,22,
3727,CZCE：PX：07合约,2025/08/12,6766,6766,6766,6766,6766,1,22,
3728,CZCE：PX：07合约,2025/08/13,6706,6706,6704,6706,6706,3,22,
3729,CZCE：PX：07合约,2025/08/14,6678,6678,6640,6640,6658,9,27,
3730,CZCE：PX：07合约,2025/08/15,6666,6690,6656,6690,6668,8,23,
3731,CZCE：PX：08合约,2023/09/15,9802,9946,9270,9300,9558,132,49,
3732,CZCE：PX：08合约,2023/09/18,9244,9332,9134,9212,9234,25,44,
3733,CZCE：PX：08合约,2023/09/19,9242,9256,9172,9202,9218,13,41,
3734,CZCE：PX：08合约,2023/09/20,9238,9450,9176,9228,9294,28,46,
3735,CZCE：PX：08合约,2023/09/21,9098,9150,9018,9018,9074,21,56,
3736,CZCE：PX：08合约,2023/09/22,9148,9158,9074,9158,9128,9,57,
3737,CZCE：PX：08合约,2023/09/25,9152,9190,9032,9032,9066,20,57,
3738,CZCE：PX：08合约,2023/09/26,8988,9008,8844,8858,8926,18,60,
3739,CZCE：PX：08合约,2023/09/27,8860,8886,8860,8860,8876,9,58,
3740,CZCE：PX：08合约,2023/09/28,#N/A,#N/A,#N/A,#N/A,8876,0,58,
3741,CZCE：PX：08合约,2023/10/09,#N/A,#N/A,#N/A,#N/A,8534,0,58,
3742,CZCE：PX：08合约,2023/10/10,8520,8532,8502,8532,8518,3,58,
3743,CZCE：PX：08合约,2023/10/11,#N/A,#N/A,#N/A,#N/A,8390,0,58,
3744,CZCE：PX：08合约,2023/10/12,8330,8330,8224,8234,8264,11,61,
3745,CZCE：PX：08合约,2023/10/13,8354,8354,8272,8298,8294,8,63,
3746,CZCE：PX：08合约,2023/10/16,8366,8390,8366,8390,8374,4,63,
3747,CZCE：PX：08合约,2023/10/17,8358,8358,8210,8296,8284,4,63,
3748,CZCE：PX：08合约,2023/10/18,8370,8370,8312,8312,8352,3,63,
3749,CZCE：PX：08合约,2023/10/19,8326,8326,8326,8326,8326,1,63,
3750,CZCE：PX：08合约,2023/10/20,8328,8386,8328,8386,8364,3,62,
3751,CZCE：PX：08合约,2023/10/23,8288,8288,8160,8160,8224,2,61,
3752,CZCE：PX：08合约,2023/10/24,#N/A,#N/A,#N/A,#N/A,8416,0,61,
3753,CZCE：PX：08合约,2023/10/25,8328,8472,8328,8382,8376,6,61,
3754,CZCE：PX：08合约,2023/10/26,#N/A,#N/A,#N/A,#N/A,8408,0,61,
3755,CZCE：PX：08合约,2023/10/27,8376,8414,8360,8414,8384,3,61,
3756,CZCE：PX：08合约,2023/10/30,8510,8510,8510,8510,8510,1,61,
3757,CZCE：PX：08合约,2023/10/31,#N/A,#N/A,#N/A,#N/A,8538,0,61,
3758,CZCE：PX：08合约,2023/11/01,8538,8578,8500,8500,8540,3,61,
3759,CZCE：PX：08合约,2023/11/02,8508,8508,8508,8508,8508,1,61,
3760,CZCE：PX：08合约,2023/11/03,8518,8564,8518,8564,8534,3,61,
3761,CZCE：PX：08合约,2023/11/06,8574,8574,8426,8428,8476,3,62,
3762,CZCE：PX：08合约,2023/11/07,8440,8440,8440,8440,8440,1,63,
3763,CZCE：PX：08合约,2023/11/08,8350,8368,8350,8368,8362,3,64,
3764,CZCE：PX：08合约,2023/11/09,8342,8454,8314,8314,8378,5,65,
3765,CZCE：PX：08合约,2023/11/10,8346,8408,8346,8368,8374,4,66,
3766,CZCE：PX：08合约,2023/11/13,8326,8360,8318,8340,8346,9,69,
3767,CZCE：PX：08合约,2023/11/14,8500,8538,8456,8456,8488,7,69,
3768,CZCE：PX：08合约,2023/11/15,8514,8526,8514,8526,8520,2,69,
3769,CZCE：PX：08合约,2023/11/16,8486,8624,8480,8616,8546,12,62,
3770,CZCE：PX：08合约,2023/11/17,8704,8704,8644,8644,8674,2,61,
3771,CZCE：PX：08合约,2023/11/20,8652,8652,8640,8640,8648,3,61,
3772,CZCE：PX：08合约,2023/11/21,8382,8382,8360,8360,8374,4,60,
3773,CZCE：PX：08合约,2023/11/22,8350,8350,8350,8350,8350,1,60,
3774,CZCE：PX：08合约,2023/11/23,8292,8298,8292,8294,8296,7,63,
3775,CZCE：PX：08合约,2023/11/24,#N/A,#N/A,#N/A,#N/A,8306,0,63,
