指标名称,涤纶长丝：DTY150D/48F：市场价：江浙地区（日）,涤纶长丝：POY150D/48F：市场价：江浙地区（日）,涤纶长丝：FDY150D/96F：市场价：江浙地区（日）,聚酯纤维长丝：产量：中国（周）,聚酯纤维长丝：产量：中国（月）,聚酯纤维长丝：中国企业：产能利用率（周）,涤纶长丝：损失量：中国（周）,聚酯纤维长丝：损失量：中国（月）,聚酯纤维长丝：DTY：厂内库存可用天数：中国（周）,聚酯纤维长丝：FDY：厂内库存可用天数：中国（周）,聚酯纤维长丝：POY：厂内库存可用天数：中国（周）,聚酯纤维长丝：表观消费量：中国（月）,聚酯纤维长丝：产销率：中国（日）,聚酯纤维长丝：DTY：生产毛利：中国（日）,聚酯纤维长丝：FDY：生产毛利：中国（日）,聚酯纤维长丝：POY：生产毛利：中国（日）,聚酯弹力丝：进口数量合计：中国（月）,聚酯弹力丝：出口数量合计：中国（月）
2017/01/27,#N/A,#N/A,#N/A,#N/A,#N/A,79,#N/A,#N/A,16.4,13.7,9.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/01/31,#N/A,#N/A,#N/A,#N/A,1715902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1629575.525,#N/A,#N/A,#N/A,#N/A,2691942,57955853
2017/02/03,10200,8950,9050,#N/A,#N/A,72,#N/A,#N/A,22,19,13,#N/A,100,400,70.24,-179.76,#N/A,#N/A
2017/02/04,10200,8950,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,50,154.08,154.08,#N/A,#N/A
2017/02/05,10200,8950,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/02/06,10350,8950,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,200,201.94,126.94,#N/A,#N/A
2017/02/07,10500,9050,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,250,302.28,277.28,#N/A,#N/A
2017/02/08,10550,9050,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,300,349.08,324.08,#N/A,#N/A
2017/02/09,10600,9050,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,372.1,347.1,#N/A,#N/A
2017/02/10,10600,9050,9275,#N/A,#N/A,71,#N/A,#N/A,24,18,12,#N/A,50,350,369.6,344.6,#N/A,#N/A
2017/02/13,10600,9050,9275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,350,305.18,280.18,#N/A,#N/A
2017/02/14,10600,9100,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,365.42,365.42,#N/A,#N/A
2017/02/15,10600,9100,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,300,489.5,489.5,#N/A,#N/A
2017/02/16,10600,9100,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,300,553.04,553.04,#N/A,#N/A
2017/02/17,10600,9100,9300,#N/A,#N/A,76,#N/A,#N/A,25,19,12.5,#N/A,55,300,571.14,571.14,#N/A,#N/A
2017/02/20,10600,9000,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,400,629.96,529.96,#N/A,#N/A
2017/02/21,10600,9000,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,400,635.66,535.66,#N/A,#N/A
2017/02/22,10600,9000,9250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,400,596.88,546.88,#N/A,#N/A
2017/02/23,10600,9000,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,400,620.56,620.56,#N/A,#N/A
2017/02/24,10550,8950,9150,#N/A,#N/A,83,#N/A,#N/A,27,20.7,13.8,#N/A,80,400,543.6,543.6,#N/A,#N/A
2017/02/27,10500,8900,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,400,466.76,466.76,#N/A,#N/A
2017/02/28,10500,8900,9100,#N/A,1539180,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1451581.874,60,400,614.12,614.12,2878364,49380018
2017/03/01,10500,8850,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,450,540.38,590.38,#N/A,#N/A
2017/03/02,10400,8800,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,450,546.52,596.52,#N/A,#N/A
2017/03/03,10350,8750,8900,#N/A,#N/A,85,#N/A,#N/A,27.4,21.3,14.3,#N/A,70,400,481.74,531.74,#N/A,#N/A
2017/03/06,10300,8750,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,447.34,497.34,#N/A,#N/A
2017/03/07,10250,8675,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,375,453.34,478.34,#N/A,#N/A
2017/03/08,10200,8650,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,524.08,574.08,#N/A,#N/A
2017/03/09,10150,8600,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,568.5,643.5,#N/A,#N/A
2017/03/10,10100,8500,8575,#N/A,#N/A,85,#N/A,#N/A,28.5,23.3,17.3,#N/A,60,400,518.22,643.22,#N/A,#N/A
2017/03/13,9950,8125,8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,625,291.42,241.42,#N/A,#N/A
2017/03/14,9800,8050,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,550,188.54,163.54,#N/A,#N/A
2017/03/15,9800,8050,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,550,179.4,154.4,#N/A,#N/A
2017/03/16,9800,8050,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225,550,165.48,140.48,#N/A,#N/A
2017/03/17,9800,8075,8275,#N/A,#N/A,85,#N/A,#N/A,27,23,20,#N/A,140,525,171.42,171.42,#N/A,#N/A
2017/03/20,9800,8075,8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,525,270.18,270.18,#N/A,#N/A
2017/03/21,9800,8075,8225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,525,271.26,321.26,#N/A,#N/A
2017/03/22,9800,8025,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,575,315.14,365.14,#N/A,#N/A
2017/03/23,9800,8000,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,600,92.22,292.22,#N/A,#N/A
2017/03/24,9800,8000,8175,#N/A,#N/A,85,#N/A,#N/A,27.4,23.7,20.7,#N/A,75,600,321.76,346.76,#N/A,#N/A
2017/03/27,9525,7900,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,425,273.96,423.96,#N/A,#N/A
2017/03/28,9525,7900,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,425,211.54,361.54,#N/A,#N/A
2017/03/29,9525,7900,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,425,148.38,298.38,#N/A,#N/A
2017/03/30,9525,7900,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,425,179.88,329.88,#N/A,#N/A
2017/03/31,9425,7700,7900,#N/A,1822070,86,#N/A,#N/A,27.5,23.5,20.8,1695141.163,110,525,156.58,156.58,3145188,70264970
2017/04/01,9425,7700,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,525,139.58,139.58,#N/A,#N/A
2017/04/05,9425,7775,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,300,450,83.04,158.04,#N/A,#N/A
2017/04/06,9425,7850,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,375,70.98,220.98,#N/A,#N/A
2017/04/07,9425,7875,7950,#N/A,#N/A,84,#N/A,#N/A,24.5,19,17,#N/A,235,350,150.84,275.84,#N/A,#N/A
2017/04/10,9500,8000,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,231.52,431.52,#N/A,#N/A
2017/04/11,9500,8150,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,150,291.9,566.9,#N/A,#N/A
2017/04/12,9500,8100,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,200,425.28,600.28,#N/A,#N/A
2017/04/13,9500,8100,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,200,443.3,618.3,#N/A,#N/A
2017/04/14,9500,8100,8125,#N/A,#N/A,85,#N/A,#N/A,23.5,17.5,15,#N/A,55,200,530.74,705.74,#N/A,#N/A
2017/04/17,9600,8150,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,250,574.5,724.5,#N/A,#N/A
2017/04/18,9600,8150,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,250,606.08,756.08,#N/A,#N/A
2017/04/19,9600,8150,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,250,634.76,784.76,#N/A,#N/A
2017/04/20,9600,8050,8175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,250,644.6,794.6,#N/A,#N/A
2017/04/21,9600,8000,8100,#N/A,#N/A,86,#N/A,#N/A,24.5,17,15,#N/A,55,400,581.12,681.12,#N/A,#N/A
2017/04/24,9600,7875,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,525,629.78,604.78,#N/A,#N/A
2017/04/25,9550,7800,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,550,596.32,546.32,#N/A,#N/A
2017/04/26,9550,7800,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95,550,574.12,524.12,#N/A,#N/A
2017/04/27,9550,7800,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,550,559.6,509.6,#N/A,#N/A
2017/04/28,9550,7800,8050,#N/A,#N/A,85,#N/A,#N/A,25,17,15,#N/A,130,550,563.14,513.14,#N/A,#N/A
2017/04/30,#N/A,#N/A,#N/A,#N/A,1787550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1654761.396,#N/A,#N/A,#N/A,#N/A,2344396,68489111
2017/05/02,9500,7750,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,550,487.26,437.26,#N/A,#N/A
2017/05/03,9450,7700,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,550,432.86,382.86,#N/A,#N/A
2017/05/04,9400,7650,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,550,410.66,360.66,#N/A,#N/A
2017/05/05,9300,7550,7750,#N/A,#N/A,84,#N/A,#N/A,25,17.5,16.5,#N/A,70,550,350.04,350.04,#N/A,#N/A
2017/05/08,9250,7525,7725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,525,303.6,303.6,#N/A,#N/A
2017/05/09,9200,7350,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,650,257.66,157.66,#N/A,#N/A
2017/05/10,9200,7325,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,675,339.46,214.46,#N/A,#N/A
2017/05/11,9200,7325,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,675,305.96,180.96,#N/A,#N/A
2017/05/12,9200,7325,7650,#N/A,#N/A,84,#N/A,#N/A,22.5,15.5,14,#N/A,80,675,294.04,169.04,#N/A,#N/A
2017/05/15,9200,7325,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,675,204.44,79.44,#N/A,#N/A
2017/05/16,9200,7400,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,170,600,127.2,27.2,#N/A,#N/A
2017/05/17,9200,7450,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,550,112.66,62.66,#N/A,#N/A
2017/05/18,9200,7450,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,550,114.64,64.64,#N/A,#N/A
2017/05/19,9200,7450,7700,#N/A,#N/A,84,#N/A,#N/A,22.5,12.5,12.5,#N/A,175,550,-65.4,-115.4,#N/A,#N/A
2017/05/22,9200,7450,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,450,91.74,-58.26,#N/A,#N/A
2017/05/23,9200,7625,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,291.38,41.38,#N/A,#N/A
2017/05/24,9200,7700,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,300,388.4,188.4,#N/A,#N/A
2017/05/25,9250,7700,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,359.48,159.48,#N/A,#N/A
2017/05/26,9250,7700,8100,#N/A,#N/A,85,#N/A,#N/A,22.5,9.5,9,#N/A,40,350,461.14,261.14,#N/A,#N/A
2017/05/27,9250,7700,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,345.2,145.2,#N/A,#N/A
2017/05/31,9250,7700,8100,#N/A,1847360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1678224.823,110,350,359.6,159.6,2630355,89947283
2017/06/01,9250,7700,8100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,529.56,329.56,#N/A,#N/A
2017/06/02,9250,7650,8100,#N/A,#N/A,86,#N/A,#N/A,22.5,9.5,9,#N/A,65,400,554.2,304.2,#N/A,#N/A
2017/06/05,9250,7600,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,450,419.02,219.02,#N/A,#N/A
2017/06/06,9250,7600,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,250,450,407.92,207.92,#N/A,#N/A
2017/06/07,9250,7675,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,375,401.58,201.58,#N/A,#N/A
2017/06/08,9250,7675,8075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,398.22,198.22,#N/A,#N/A
2017/06/09,9250,7675,8075,#N/A,#N/A,86,#N/A,#N/A,22.5,7.5,7,#N/A,65,375,378.6,178.6,#N/A,#N/A
2017/06/12,9250,7675,8125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185,375,351.96,101.96,#N/A,#N/A
2017/06/13,9250,7700,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,175,350,321.3,71.3,#N/A,#N/A
2017/06/14,9250,7700,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,292.5,42.5,#N/A,#N/A
2017/06/15,9250,7700,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,350,523.4,123.4,#N/A,#N/A
2017/06/16,9250,7700,8300,#N/A,#N/A,86,#N/A,#N/A,22.5,7,6,#N/A,60,350,514.8,114.8,#N/A,#N/A
2017/06/19,9250,7700,8375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,180,350,642.3,167.3,#N/A,#N/A
2017/06/20,9300,7750,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,350,850.88,300.88,#N/A,#N/A
2017/06/21,9300,7750,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,817.2,267.2,#N/A,#N/A
2017/06/22,9300,7750,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,350,892.8,292.8,#N/A,#N/A
2017/06/23,9300,7750,8550,#N/A,#N/A,86,#N/A,#N/A,20,5.5,7,#N/A,85,350,892.2,292.2,#N/A,#N/A
2017/06/26,9350,7750,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,400,886.52,236.52,#N/A,#N/A
2017/06/27,9350,7800,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,350,850.84,250.84,#N/A,#N/A
2017/06/28,9400,7850,8625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,870.64,295.64,#N/A,#N/A
2017/06/29,9400,7850,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,843.42,243.42,#N/A,#N/A
2017/06/30,9400,7900,8650,#N/A,1826180,89,#N/A,#N/A,20,5.5,7,1660704.809,75,300,830.6,280.6,2716354,85178154
2017/07/03,9450,8000,8775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,250,930.6,355.6,#N/A,#N/A
2017/07/04,9550,8100,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,250,1062.16,487.16,#N/A,#N/A
2017/07/05,9650,8150,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,300,1041.7,491.7,#N/A,#N/A
2017/07/06,9725,8150,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,375,1034.5,434.5,#N/A,#N/A
2017/07/07,9725,8150,8950,#N/A,#N/A,88,#N/A,#N/A,18.5,4,6,#N/A,70,375,989.3,389.3,#N/A,#N/A
2017/07/10,9725,8150,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,375,914.9,314.9,#N/A,#N/A
2017/07/11,9775,8250,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,325,728,228,#N/A,#N/A
2017/07/12,9875,8350,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,325,743.74,193.74,#N/A,#N/A
2017/07/13,9925,8400,9150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,325,740.84,190.84,#N/A,#N/A
2017/07/14,9925,8400,9150,#N/A,#N/A,88,#N/A,#N/A,17.5,4,6,#N/A,60,325,630.04,80.04,#N/A,#N/A
2017/07/17,10025,8500,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,325,659.9,184.9,#N/A,#N/A
2017/07/18,10025,8500,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,325,646.4,171.4,#N/A,#N/A
2017/07/19,10025,8500,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,325,618.54,143.54,#N/A,#N/A
2017/07/20,10025,8500,9175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,325,669.04,194.04,#N/A,#N/A
2017/07/21,10025,8550,9200,#N/A,#N/A,88,#N/A,#N/A,17.5,5.5,7,#N/A,60,325,839.32,364.32,#N/A,#N/A
2017/07/24,10025,8550,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,325,872.12,397.12,#N/A,#N/A
2017/07/25,10025,8500,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,325,897.1,397.1,#N/A,#N/A
2017/07/26,10025,8500,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,325,898.9,398.9,#N/A,#N/A
2017/07/27,9975,8425,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,350,804.14,329.14,#N/A,#N/A
2017/07/28,9975,8425,9100,#N/A,#N/A,88,#N/A,#N/A,20,8,9.5,#N/A,60,350,784.82,309.82,#N/A,#N/A
2017/07/31,9850,8300,8900,#N/A,1910140,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1771925.193,110,350,575.16,175.16,2969670,82124073
2017/08/01,9850,8300,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,531.98,131.98,#N/A,#N/A
2017/08/02,9800,8250,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,483.58,133.58,#N/A,#N/A
2017/08/03,9750,8200,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,377.48,77.48,#N/A,#N/A
2017/08/04,9650,8200,8625,#N/A,#N/A,88,#N/A,#N/A,22.5,11,10,#N/A,60,250,307.58,82.58,#N/A,#N/A
2017/08/07,9600,8100,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,181.88,-18.12,#N/A,#N/A
2017/08/08,9525,8075,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,250,185.94,-39.06,#N/A,#N/A
2017/08/09,9525,8050,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,275,152.44,-97.56,#N/A,#N/A
2017/08/10,9500,8000,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,180,300,162.52,-137.48,#N/A,#N/A
2017/08/11,9500,8100,8500,#N/A,#N/A,88,#N/A,#N/A,20,11,10,#N/A,140,200,248.8,48.8,#N/A,#N/A
2017/08/14,9500,8100,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,170,150,315.28,165.28,#N/A,#N/A
2017/08/15,9500,8200,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,100,439.32,239.32,#N/A,#N/A
2017/08/16,9500,8200,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95,100,524.6,324.6,#N/A,#N/A
2017/08/17,9500,8200,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,100,555.4,255.4,#N/A,#N/A
2017/08/18,9500,8200,8750,#N/A,#N/A,87,#N/A,#N/A,19,8.5,8,#N/A,180,100,578,228,#N/A,#N/A
2017/08/21,9600,8250,8775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,150,503.52,178.52,#N/A,#N/A
2017/08/22,9700,8300,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,200,593.8,243.8,#N/A,#N/A
2017/08/23,9800,8350,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,250,566.94,266.94,#N/A,#N/A
2017/08/24,9800,8350,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,250,502.8,202.8,#N/A,#N/A
2017/08/25,9800,8375,8850,#N/A,#N/A,86,#N/A,#N/A,15,5.5,5,#N/A,80,250,465.4,165.4,#N/A,#N/A
2017/08/28,9800,8425,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,175,409.9,184.9,#N/A,#N/A
2017/08/29,9800,8425,8925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,175,489.16,189.16,#N/A,#N/A
2017/08/30,9800,8425,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,175,538.9,213.9,#N/A,#N/A
2017/08/31,9800,8425,8950,#N/A,1903580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1787593.855,80,175,506,181,2852996,76982778
2017/09/01,9850,8425,8950,#N/A,#N/A,86,#N/A,#N/A,15,5,5,#N/A,160,225,411.88,86.88,#N/A,#N/A
2017/09/04,10005,8550,9125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,255,524.2,149.2,#N/A,#N/A
2017/09/05,10015,8700,9225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,115,671.4,346.4,#N/A,#N/A
2017/09/06,10020,8700,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,120,755,355,#N/A,#N/A
2017/09/07,10020,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,120,817.4,367.4,#N/A,#N/A
2017/09/08,10020,8700,9350,#N/A,#N/A,86,#N/A,#N/A,11,3.5,3.5,#N/A,70,70,906.84,456.84,#N/A,#N/A
2017/09/11,10020,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,70,996.5,546.5,#N/A,#N/A
2017/09/12,10020,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,70,979.2,529.2,#N/A,#N/A
2017/09/13,10020,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,120,958.06,508.06,#N/A,#N/A
2017/09/14,10250,8750,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,300,992.06,592.06,#N/A,#N/A
2017/09/15,10250,8750,9350,#N/A,#N/A,86,#N/A,#N/A,12.5,5,5,#N/A,75,300,1037.4,637.4,#N/A,#N/A
2017/09/18,10250,8750,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,1025.6,625.6,#N/A,#N/A
2017/09/19,10250,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,922.72,472.72,#N/A,#N/A
2017/09/20,10250,8700,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,350,839.06,389.06,#N/A,#N/A
