指标名称,PET切片：纤维：半光切片：市场价：华东地区（日）,PET切片：纤维：产量：中国（周）,PET切片：纤维：产量：中国（月）,PET切片：纤维：产能利用率：中国（周）,PET切片：纤维：产能利用率：中国（月）,PET切片：厂内库存可用天数：中国（周）,PET切片：纤维：表观消费量：中国（月）,PET切片：产销率：中国（日）,PET切片：纤维：生产毛利：中国（日）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：进口数量合计：全球→中国（月）,粘数＜78毫升/克的聚对苯二甲酸乙二酯切片：出口数量合计：中国→全球（月）
2016/07/27,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,350.43,#N/A,#N/A
2016/07/28,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.225,#N/A,#N/A
2016/07/29,6250,#N/A,#N/A,59.2,#N/A,#N/A,#N/A,#N/A,410.035,#N/A,#N/A
2016/07/31,#N/A,#N/A,42.73,#N/A,59.2,#N/A,42.43,#N/A,#N/A,12300000,15300000
2016/08/01,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,382.675,#N/A,#N/A
2016/08/02,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,394.805,#N/A,#N/A
2016/08/03,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,355.16,#N/A,#N/A
2016/08/04,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,292.6425,#N/A,#N/A
2016/08/05,6225,#N/A,#N/A,59.2,#N/A,#N/A,#N/A,#N/A,271.0875,#N/A,#N/A
2016/08/08,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,255.58,#N/A,#N/A
2016/08/09,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,228.22,#N/A,#N/A
2016/08/10,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206.0775,#N/A,#N/A
2016/08/11,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206.9925,#N/A,#N/A
2016/08/12,6175,#N/A,#N/A,59.2,#N/A,#N/A,#N/A,#N/A,176.3275,#N/A,#N/A
2016/08/15,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195.9575,#N/A,#N/A
2016/08/16,6175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,177.315,#N/A,#N/A
2016/08/17,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,193.21,#N/A,#N/A
2016/08/18,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,179.9075,#N/A,#N/A
2016/08/19,6225,#N/A,#N/A,59.2,#N/A,#N/A,#N/A,#N/A,154.2825,#N/A,#N/A
2016/08/22,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226.625,#N/A,#N/A
2016/08/23,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,238.805,#N/A,#N/A
2016/08/24,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226.33,#N/A,#N/A
2016/08/25,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,230.26,#N/A,#N/A
2016/08/26,6225,#N/A,#N/A,20,#N/A,#N/A,#N/A,#N/A,157.43,#N/A,#N/A
2016/08/29,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141.57,#N/A,#N/A
2016/08/30,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115.765,#N/A,#N/A
2016/08/31,6225,#N/A,37.14,#N/A,44.03,#N/A,36.85,#N/A,153.925,12200000,15100000
2016/09/01,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102.875,#N/A,#N/A
2016/09/02,6200,#N/A,#N/A,20,#N/A,#N/A,#N/A,#N/A,52.885,#N/A,#N/A
2016/09/05,6200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.835,#N/A,#N/A
2016/09/06,6300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.81,#N/A,#N/A
2016/09/07,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,124.635,#N/A,#N/A
2016/09/08,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102.055,#N/A,#N/A
2016/09/09,6250,#N/A,#N/A,41.6,#N/A,#N/A,#N/A,#N/A,135.66,#N/A,#N/A
2016/09/12,6300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202.75,#N/A,#N/A
2016/09/13,6200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,219.92,#N/A,#N/A
2016/09/14,6200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239.48,#N/A,#N/A
2016/09/16,#N/A,#N/A,#N/A,48.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016/09/18,6200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,233.9,#N/A,#N/A
2016/09/19,6150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171.385,#N/A,#N/A
2016/09/20,6150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,171.455,#N/A,#N/A
2016/09/21,6150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,186.845,#N/A,#N/A
2016/09/22,6150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,182.08,#N/A,#N/A
2016/09/23,6150,#N/A,#N/A,60,#N/A,#N/A,#N/A,#N/A,233.745,#N/A,#N/A
2016/09/26,6100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,176.905,#N/A,#N/A
2016/09/27,6100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,197.11,#N/A,#N/A
2016/09/28,6100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227.995,#N/A,#N/A
2016/09/29,6100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,227.935,#N/A,#N/A
2016/09/30,6100,#N/A,36.57,60,50.42,#N/A,36.05,#N/A,241.56,10700000,15900000
2016/10/07,#N/A,#N/A,#N/A,56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2016/10/08,6200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,218.61,#N/A,#N/A
2016/10/09,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202.645,#N/A,#N/A
2016/10/10,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,213.69,#N/A,#N/A
2016/10/11,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,181.025,#N/A,#N/A
2016/10/12,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,181.025,#N/A,#N/A
2016/10/13,6225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.89,#N/A,#N/A
2016/10/14,6225,#N/A,#N/A,60,#N/A,#N/A,#N/A,#N/A,230.215,#N/A,#N/A
2016/10/17,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,183.225,#N/A,#N/A
2016/10/18,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168.795,#N/A,#N/A
2016/10/19,6250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,183.6225,#N/A,#N/A
2016/10/20,6275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,124.24,#N/A,#N/A
2016/10/21,6275,#N/A,#N/A,56,#N/A,#N/A,#N/A,#N/A,129.475,#N/A,#N/A
2016/10/24,6275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.485,#N/A,#N/A
2016/10/25,6300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.28,#N/A,#N/A
2016/10/26,6300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.72,#N/A,#N/A
2016/10/27,6300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,102.585,#N/A,#N/A
2016/10/28,6300,#N/A,#N/A,56,#N/A,#N/A,#N/A,#N/A,46.785,#N/A,#N/A
2016/10/31,6300,#N/A,41.9,#N/A,56.9,#N/A,40.98,#N/A,11.1,10900000,20100000
2016/11/01,6335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.27,#N/A,#N/A
2016/11/02,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.695,#N/A,#N/A
2016/11/03,6350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,131.475,#N/A,#N/A
2016/11/04,6350,#N/A,#N/A,56,#N/A,#N/A,#N/A,#N/A,125.475,#N/A,#N/A
2016/11/07,6335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76.135,#N/A,#N/A
2016/11/08,6335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.185,#N/A,#N/A
2016/11/09,6335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.365,#N/A,#N/A
2016/11/10,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-107.91,#N/A,#N/A
2016/11/11,6550,#N/A,#N/A,60,#N/A,#N/A,#N/A,#N/A,-60.645,#N/A,#N/A
2016/11/14,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,291.44,#N/A,#N/A
2016/11/15,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,326.965,#N/A,#N/A
2016/11/16,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,261.655,#N/A,#N/A
2016/11/17,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,186.245,#N/A,#N/A
2016/11/18,6625,#N/A,#N/A,65,#N/A,#N/A,#N/A,#N/A,190.205,#N/A,#N/A
2016/11/21,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.36,#N/A,#N/A
2016/11/22,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.385,#N/A,#N/A
2016/11/23,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.995,#N/A,#N/A
2016/11/24,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.96,#N/A,#N/A
2016/11/25,6650,#N/A,#N/A,65,#N/A,#N/A,#N/A,#N/A,41.8,#N/A,#N/A
2016/11/28,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.67,#N/A,#N/A
2016/11/29,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.8,#N/A,#N/A
2016/11/30,6650,#N/A,45.01,#N/A,62.63,#N/A,44.62,#N/A,47.435,10700000,14600000
2016/12/01,6725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.9,#N/A,#N/A
2016/12/02,6800,#N/A,#N/A,65,#N/A,#N/A,#N/A,#N/A,134.845,#N/A,#N/A
2016/12/05,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.285,#N/A,#N/A
2016/12/06,6925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.56,#N/A,#N/A
2016/12/07,6925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.19,#N/A,#N/A
2016/12/08,7125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,189.385,#N/A,#N/A
2016/12/09,7125,#N/A,#N/A,65.4,#N/A,#N/A,#N/A,#N/A,16.505,#N/A,#N/A
2016/12/12,7525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169.41,#N/A,#N/A
2016/12/13,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,365.225,#N/A,#N/A
2016/12/14,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,421.985,#N/A,#N/A
2016/12/15,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,417.5,#N/A,#N/A
2016/12/16,7750,#N/A,#N/A,66.8,#N/A,#N/A,#N/A,#N/A,393.63,#N/A,#N/A
2016/12/19,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,448.45,#N/A,#N/A
2016/12/20,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,585.285,#N/A,#N/A
2016/12/21,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,569.39,#N/A,#N/A
2016/12/22,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,555.31,#N/A,#N/A
2016/12/23,7725,#N/A,#N/A,66.8,#N/A,#N/A,#N/A,#N/A,566.115,#N/A,#N/A
2016/12/26,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,537.89,#N/A,#N/A
2016/12/27,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,378.43,#N/A,#N/A
2016/12/28,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,245.625,#N/A,#N/A
2016/12/29,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,236.605,#N/A,#N/A
2016/12/30,7700,#N/A,#N/A,66.8,#N/A,#N/A,#N/A,#N/A,147.935,#N/A,#N/A
2016/12/31,#N/A,#N/A,47.93,#N/A,66.37,#N/A,46.35,#N/A,#N/A,11900000,27700000
2017/01/03,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,134.41,#N/A,#N/A
2017/01/04,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,252.955,#N/A,#N/A
2017/01/05,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,359.06,#N/A,#N/A
2017/01/06,7700,#N/A,#N/A,66.8,#N/A,#N/A,#N/A,#N/A,359.755,#N/A,#N/A
2017/01/09,7675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,319.415,#N/A,#N/A
2017/01/10,7625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276.975,#N/A,#N/A
2017/01/11,7625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,226.965,#N/A,#N/A
2017/01/12,7625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,195.68,#N/A,#N/A
2017/01/13,7625,#N/A,#N/A,60.3,#N/A,#N/A,#N/A,#N/A,154.205,#N/A,#N/A
2017/01/16,7625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.645,#N/A,#N/A
2017/01/17,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140.6,#N/A,#N/A
2017/01/18,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,172.67,#N/A,#N/A
2017/01/19,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,167.645,#N/A,#N/A
2017/01/20,7600,#N/A,#N/A,59.3,#N/A,#N/A,#N/A,#N/A,155.675,#N/A,#N/A
2017/01/22,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133.9,#N/A,#N/A
2017/01/23,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113.8,#N/A,#N/A
2017/01/24,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/01/25,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/01/26,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/01/27,#N/A,#N/A,#N/A,58.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/01/31,#N/A,#N/A,44.63,#N/A,60.49,#N/A,42.86,#N/A,#N/A,9996442,28837372
2017/02/03,7600,#N/A,#N/A,57,#N/A,#N/A,#N/A,#N/A,-54.75,#N/A,#N/A
2017/02/04,7875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-111.25,#N/A,#N/A
2017/02/05,7875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/02/06,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.7,#N/A,#N/A
2017/02/07,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89,#N/A,#N/A
2017/02/08,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200.3,#N/A,#N/A
2017/02/09,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,239.575,#N/A,#N/A
2017/02/10,7975,#N/A,#N/A,57.3,#N/A,#N/A,#N/A,#N/A,237.15,#N/A,#N/A
2017/02/13,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,196.455,#N/A,#N/A
2017/02/14,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,232.535,#N/A,#N/A
2017/02/15,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,330.425,#N/A,#N/A
2017/02/16,7975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,393.52,#N/A,#N/A
2017/02/17,7975,#N/A,#N/A,66.78,#N/A,#N/A,#N/A,#N/A,411.545,#N/A,#N/A
2017/02/20,7962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,457.13,#N/A,#N/A
2017/02/21,7950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,450.055,#N/A,#N/A
2017/02/22,7925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,436.24,#N/A,#N/A
2017/02/23,7925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,508.425,#N/A,#N/A
2017/02/24,7900,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,457.9,#N/A,#N/A
2017/02/27,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,381.08,#N/A,#N/A
2017/02/28,7775,#N/A,48.08,#N/A,64.43,#N/A,47.11,#N/A,451.51,11714597,23166513
2017/03/01,7775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,477.315,#N/A,#N/A
2017/03/02,7775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,483.51,#N/A,#N/A
2017/03/03,7700,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,443.495,#N/A,#N/A
2017/03/06,7625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,315.995,#N/A,#N/A
2017/03/07,7600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.395,#N/A,#N/A
2017/03/08,7575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,434.04,#N/A,#N/A
2017/03/09,7475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,477.675,#N/A,#N/A
2017/03/10,7350,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,452.435,#N/A,#N/A
2017/03/13,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,276.335,#N/A,#N/A
2017/03/14,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,223.245,#N/A,#N/A
2017/03/15,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,214.4,#N/A,#N/A
2017/03/16,7150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200.44,#N/A,#N/A
2017/03/17,7150,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,206.285,#N/A,#N/A
2017/03/20,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,328.715,#N/A,#N/A
2017/03/21,7175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,377.43,#N/A,#N/A
2017/03/22,7125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,421.895,#N/A,#N/A
2017/03/23,7050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,299.435,#N/A,#N/A
2017/03/24,7050,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,328.28,#N/A,#N/A
2017/03/27,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,453.83,#N/A,#N/A
2017/03/28,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,317.045,#N/A,#N/A
2017/03/29,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,229.615,#N/A,#N/A
2017/03/30,6975,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,260.69,#N/A,#N/A
2017/03/31,6925,#N/A,48.94,69.5,69.5,#N/A,47.54,#N/A,287.265,14666479,31346016
2017/04/01,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,245.515,#N/A,#N/A
2017/04/05,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,215.605,#N/A,#N/A
2017/04/06,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202.465,#N/A,#N/A
2017/04/07,6850,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,231.97,#N/A,#N/A
2017/04/10,6850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,262.26,#N/A,#N/A
2017/04/11,6925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,297.725,#N/A,#N/A
2017/04/12,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,355.59,#N/A,#N/A
2017/04/13,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,373.475,#N/A,#N/A
2017/04/14,6900,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,457.87,#N/A,#N/A
2017/04/17,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,428.275,#N/A,#N/A
2017/04/18,6900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,459.49,#N/A,#N/A
2017/04/19,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,463.23,#N/A,#N/A
2017/04/20,6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478.325,#N/A,#N/A
2017/04/21,6825,#N/A,#N/A,69.5,#N/A,#N/A,#N/A,#N/A,434.26,#N/A,#N/A
2017/04/24,6775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,432.365,#N/A,#N/A
2017/04/25,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,373.96,#N/A,#N/A
2017/04/26,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,352.01,#N/A,#N/A
2017/04/27,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,337.65,#N/A,#N/A
2017/04/28,6675,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,341.245,#N/A,#N/A
2017/04/30,#N/A,#N/A,48.69,#N/A,68.96,#N/A,47.17,#N/A,#N/A,11778369,29183655
2017/05/02,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,290.455,#N/A,#N/A
2017/05/03,6600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.99,#N/A,#N/A
2017/05/04,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/05,6525,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/08,6525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/09,6450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.6,#N/A,#N/A
2017/05/10,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/11,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/12,6400,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2017/05/15,6400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,107.32,#N/A,#N/A
2017/05/16,6425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.645,#N/A,#N/A
2017/05/17,6475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.105,#N/A,#N/A
2017/05/18,6475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.27,#N/A,#N/A
2017/05/19,6475,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,-87.07,#N/A,#N/A
2017/05/22,6475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-51.155,#N/A,#N/A
2017/05/23,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.885,#N/A,#N/A
2017/05/24,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.55,#N/A,#N/A
2017/05/25,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.04,#N/A,#N/A
2017/05/26,6625,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,141.985,#N/A,#N/A
2017/05/27,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.75,#N/A,#N/A
2017/05/31,6625,#N/A,47.72,#N/A,67.7,#N/A,46.01,#N/A,131.42,14261849,33002925
2017/06/01,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,234.98,#N/A,#N/A
2017/06/02,6625,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,234.25,#N/A,#N/A
2017/06/05,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149.335,#N/A,#N/A
2017/06/06,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,138.36,#N/A,#N/A
2017/06/07,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.765,#N/A,#N/A
2017/06/08,6575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.485,#N/A,#N/A
2017/06/09,6575,#N/A,#N/A,67.7,#N/A,#N/A,#N/A,#N/A,35.1,#N/A,#N/A
2017/06/12,6625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15.52,#N/A,#N/A
2017/06/13,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20.675,#N/A,#N/A
2017/06/14,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23.975,#N/A,#N/A
2017/06/15,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.1,#N/A,#N/A
2017/06/16,6675,#N/A,#N/A,60.8,#N/A,#N/A,#N/A,#N/A,29,#N/A,#N/A
2017/06/19,6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98.875,#N/A,#N/A
2017/06/20,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,156.44,#N/A,#N/A
2017/06/21,6650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123.5,#N/A,#N/A
