指标名称,PX：国际市场：CFR价：台湾省（日）,PX：产量：中国（周）,PX：产量：中国（月）,PX：产能利用率：亚洲（周）,PX：产能利用率：中国（周）,PX：产能利用率：亚洲（月）,PX：产能利用率：中国（月）,PX：损失量：中国（月）,PX：期末库存：中国（月）,PX：表观消费量：中国（月）,PX：实际消费量：中国（月）,PX：生产毛利：亚洲（日）,PX：进口数量合计：中国（月）,PX：出口数量合计：中国（月）
2016/09/20,788.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.33,#N/A,#N/A
2016/09/21,793.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.75,#N/A,#N/A
2016/09/22,795.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.29,#N/A,#N/A
2016/09/23,794,10.26,#N/A,73.7,67.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.12,#N/A,#N/A
2016/09/26,788.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.21,#N/A,#N/A
2016/09/27,790,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.12,#N/A,#N/A
2016/09/28,787.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.55,#N/A,#N/A
2016/09/29,792.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.29,#N/A,#N/A
2016/09/30,788,10.26,73.71,73.97,71.38,74.2503,66.66,#N/A,#N/A,181.0702,#N/A,33,1073601.869,0
2016/10/03,792.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.55,#N/A,#N/A
2016/10/04,794.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.05,#N/A,#N/A
2016/10/05,797.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.17,#N/A,#N/A
2016/10/06,794.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.17,#N/A,#N/A
2016/10/07,798,13.65,#N/A,74.57,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.75,#N/A,#N/A
2016/10/10,800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,#N/A
2016/10/11,804.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.83,#N/A,#N/A
2016/10/12,804.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.58,#N/A,#N/A
2016/10/13,798.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,#N/A
2016/10/14,800,13.55,#N/A,74.52,71.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.88,#N/A,#N/A
2016/10/17,802.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.79,#N/A,#N/A
2016/10/18,802.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.83,#N/A,#N/A
2016/10/19,804.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.58,#N/A,#N/A
2016/10/20,809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.25,#N/A,#N/A
2016/10/21,804.67,13.42,#N/A,74.26,70.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.95,#N/A,#N/A
2016/10/24,804.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6.29,#N/A,#N/A
2016/10/25,806.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,#N/A,#N/A
2016/10/26,802.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.75,#N/A,#N/A
2016/10/27,803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.12,#N/A,#N/A
2016/10/28,804.17,13.4,#N/A,73.42,70.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.42,#N/A,#N/A
2016/10/31,803.67,#N/A,83.76,#N/A,#N/A,74.0781,70.8,#N/A,#N/A,165.4417,#N/A,13.79,816817.163,0
2016/11/01,803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.62,#N/A,#N/A
2016/11/02,794.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.21,#N/A,#N/A
2016/11/03,793.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.58,#N/A,#N/A
2016/11/04,788.83,13.4,#N/A,73.4,70.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.08,#N/A,#N/A
2016/11/07,788,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.88,#N/A,#N/A
2016/11/08,793.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.25,#N/A,#N/A
2016/11/09,792.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.08,#N/A,#N/A
2016/11/10,798.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.75,#N/A,#N/A
2016/11/11,811.5,13.45,#N/A,73.45,70.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.25,#N/A,#N/A
2016/11/14,789.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.08,#N/A,#N/A
2016/11/15,789,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.25,#N/A,#N/A
2016/11/16,796.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.55,#N/A,#N/A
2016/11/17,795.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.25,#N/A,#N/A
2016/11/18,794.5,13.68,#N/A,73.6,71.74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.75,#N/A,#N/A
2016/11/21,797.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,#N/A
2016/11/22,804.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.08,#N/A,#N/A
2016/11/23,803.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.38,#N/A,#N/A
2016/11/24,806.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.25,#N/A,#N/A
2016/11/25,802,13.68,#N/A,73.55,72.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.25,#N/A,#N/A
2016/11/28,801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28,#N/A,#N/A
2016/11/29,801.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.5,#N/A,#N/A
2016/11/30,800.67,#N/A,81.22,#N/A,#N/A,73.5793,71.39,#N/A,#N/A,187.6936,#N/A,18.42,1068364.874,3628.751
2016/12/01,817.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.08,#N/A,#N/A
2016/12/02,819.33,13.68,#N/A,73.83,71.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.83,#N/A,#N/A
2016/12/05,823.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.58,#N/A,#N/A
2016/12/06,821.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.45,#N/A,#N/A
2016/12/07,820.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.33,#N/A,#N/A
2016/12/08,820.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.33,#N/A,#N/A
2016/12/09,825.33,13.71,#N/A,75.1,71.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.83,#N/A,#N/A
2016/12/12,852.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.33,#N/A,#N/A
2016/12/13,849.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.21,#N/A,#N/A
2016/12/14,841.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.05,#N/A,#N/A
2016/12/15,851.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.17,#N/A,#N/A
2016/12/16,857.17,13.71,#N/A,75.1,71.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.05,#N/A,#N/A
2016/12/19,860.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.75,#N/A,#N/A
2016/12/20,851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,#N/A,#N/A
2016/12/21,859.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.5,#N/A,#N/A
2016/12/22,856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.75,#N/A,#N/A
2016/12/23,857,13.86,#N/A,75.2,72.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5,#N/A,#N/A
2016/12/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.5,#N/A,#N/A
2016/12/27,859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20,#N/A,#N/A
2016/12/28,861,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,#N/A,#N/A
2016/12/29,868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.5,#N/A,#N/A
2016/12/30,869,13.78,#N/A,75.19,72.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21,#N/A,#N/A
2016/12/31,#N/A,#N/A,85.18,#N/A,#N/A,75.1284,72.25,#N/A,#N/A,205.7072,#N/A,#N/A,1205272.065,0
2017/01/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21,#N/A,#N/A
2017/01/03,878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.5,#N/A,#N/A
2017/01/04,871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.5,#N/A,#N/A
2017/01/05,870,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.25,#N/A,#N/A
2017/01/06,869,13.78,#N/A,75.51,73.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,#N/A,#N/A
2017/01/09,868,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.75,#N/A,#N/A
2017/01/10,861.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.95,#N/A,#N/A
2017/01/11,861.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.83,#N/A,#N/A
2017/01/12,865.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6.79,#N/A,#N/A
2017/01/13,872.67,13.78,#N/A,75.75,73.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.17,#N/A,#N/A
2017/01/16,875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.38,#N/A,#N/A
2017/01/17,871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.38,#N/A,#N/A
2017/01/18,876.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.55,#N/A,#N/A
2017/01/19,882.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.55,#N/A,#N/A
2017/01/20,885.67,14.06,#N/A,75.75,73.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.05,#N/A,#N/A
2017/01/23,901,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.25,#N/A,#N/A
2017/01/24,907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37.25,#N/A,#N/A
2017/01/25,913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.75,#N/A,#N/A
2017/01/26,909,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44,#N/A,#N/A
2017/01/27,909.33,14.06,#N/A,74.44,73.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.83,#N/A,#N/A
2017/01/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.83,#N/A,#N/A
2017/01/31,904.33,#N/A,86.64,#N/A,#N/A,74.9461,73.56,29.22465753,#N/A,202.113,204.7040404,42.08,1154735.611,5.935
2017/02/01,909.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.33,#N/A,#N/A
2017/02/02,914.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.33,#N/A,#N/A
2017/02/03,919,14.14,#N/A,72.84,73.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46,#N/A,#N/A
2017/02/06,931.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.17,#N/A,#N/A
2017/02/07,926.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.17,#N/A,#N/A
2017/02/08,922.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.92,#N/A,#N/A
2017/02/09,919.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.17,#N/A,#N/A
2017/02/10,913.67,14.38,#N/A,75.24,74.13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.67,#N/A,#N/A
2017/02/13,920.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.05,#N/A,#N/A
2017/02/14,919.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.55,#N/A,#N/A
2017/02/15,915.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.92,#N/A,#N/A
2017/02/16,914.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.92,#N/A,#N/A
2017/02/17,915.5,14.54,#N/A,75.81,75.41,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.5,#N/A,#N/A
2017/02/20,920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57,#N/A,#N/A
2017/02/21,918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58.25,#N/A,#N/A
2017/02/22,917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.25,#N/A,#N/A
2017/02/23,908.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.83,#N/A,#N/A
2017/02/24,910.67,14.7,#N/A,76.09,76.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.17,#N/A,#N/A
2017/02/27,912.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.08,#N/A,#N/A
2017/02/28,907.33,#N/A,80,#N/A,#N/A,75.5789,75.47,18.18356164,#N/A,185.3007,183.8631313,48.58,1053006.524,0.004
2017/03/01,914.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63.92,#N/A,#N/A
2017/03/02,913.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.71,#N/A,#N/A
2017/03/03,909.33,14.63,#N/A,76.11,77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.21,#N/A,#N/A
2017/03/06,910.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.05,#N/A,#N/A
2017/03/07,910.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.21,#N/A,#N/A
2017/03/08,898.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.71,#N/A,#N/A
2017/03/09,875.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.42,#N/A,#N/A
2017/03/10,859.67,14.63,#N/A,76.38,76.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.42,#N/A,#N/A
2017/03/13,859.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.05,#N/A,#N/A
2017/03/14,861.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.08,#N/A,#N/A
2017/03/15,862.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46.29,#N/A,#N/A
2017/03/16,873.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57.12,#N/A,#N/A
2017/03/17,873,13.67,#N/A,76.22,76.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.38,#N/A,#N/A
2017/03/20,870.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.79,#N/A,#N/A
2017/03/21,867,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.12,#N/A,#N/A
2017/03/22,854.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51.42,#N/A,#N/A
2017/03/23,852.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.42,#N/A,#N/A
2017/03/24,843.67,13.65,#N/A,75.02,71.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44.79,#N/A,#N/A
2017/03/27,831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.38,#N/A,#N/A
2017/03/28,829.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.05,#N/A,#N/A
2017/03/29,835.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.42,#N/A,#N/A
2017/03/30,839.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.21,#N/A,#N/A
2017/03/31,837.67,13.6,88.5,74.09,71.56,75.3561,74.26,23.42465753,#N/A,211.1587,203.5792929,18.05,1231591.774,5005.177
2017/04/03,850.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.71,#N/A,#N/A
2017/04/04,850.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.71,#N/A,#N/A
2017/04/05,866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.5,#N/A,#N/A
2017/04/06,871.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.42,#N/A,#N/A
2017/04/07,870,13.28,#N/A,71.85,71.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.88,#N/A,#N/A
2017/04/10,865.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.55,#N/A,#N/A
2017/04/11,858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,#N/A
2017/04/12,836.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10.67,#N/A,#N/A
2017/04/13,837.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8.27,#N/A,#N/A
2017/04/14,#N/A,12.78,#N/A,71.3,69.24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8.27,#N/A,#N/A
2017/04/17,841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.12,#N/A,#N/A
2017/04/18,840.17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.55,#N/A,#N/A
2017/04/19,838.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.92,#N/A,#N/A
2017/04/20,837,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.5,#N/A,#N/A
2017/04/21,837,13.52,#N/A,70.2,67.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.75,#N/A,#N/A
2017/04/24,835,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.75,#N/A,#N/A
2017/04/25,825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.38,#N/A,#N/A
2017/04/26,819,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.75,#N/A,#N/A
2017/04/27,818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.75,#N/A,#N/A
2017/04/28,816,13.9,#N/A,71.13,71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,#N/A,#N/A
2017/04/30,#N/A,#N/A,80,#N/A,#N/A,71.0967,69.93,29.8109589,#N/A,191.3771,187.7005051,#N/A,1113782.725,11.564
2017/05/01,816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,#N/A,#N/A
2017/05/02,825.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.21,#N/A,#N/A
2017/05/03,822.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.21,#N/A,#N/A
2017/05/04,809.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.45,#N/A,#N/A
2017/05/05,791.33,13.86,#N/A,71.13,72.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.33,#N/A,#N/A
2017/05/08,796.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.17,#N/A,#N/A
2017/05/09,796.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.33,#N/A,#N/A
2017/05/10,796.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.33,#N/A,#N/A
2017/05/11,804.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.08,#N/A,#N/A
2017/05/12,804.67,14.43,#N/A,70.66,72.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.17,#N/A,#N/A
2017/05/15,819,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.25,#N/A,#N/A
2017/05/16,831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.75,#N/A,#N/A
2017/05/17,830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.88,#N/A,#N/A
2017/05/18,829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,#N/A,#N/A
2017/05/19,837,14.66,#N/A,70.02,75.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.5,#N/A,#N/A
2017/05/22,843.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.79,#N/A,#N/A
2017/05/23,834,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.5,#N/A,#N/A
2017/05/24,826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.25,#N/A,#N/A
2017/05/25,823.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.83,#N/A,#N/A
2017/05/26,801.33,13.67,#N/A,71.12,76.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.83,#N/A,#N/A
2017/05/29,807.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.95,#N/A,#N/A
2017/05/30,806.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.45,#N/A,#N/A
2017/05/31,799.33,#N/A,88,#N/A,#N/A,71.2006,74.14,26.42465753,#N/A,183.9837,192.1333333,6.95,964830.635,4993.725
2017/06/01,799.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.71,#N/A,#N/A
2017/06/02,790.33,13.47,#N/A,73.35,71.69,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.95,#N/A,#N/A
2017/06/05,797.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.45,#N/A,#N/A
