指标名称,石脑油：国际市场：CFR价：日本（日）,石脑油：产量：中国（周）,石脑油：产量：中国（月）,石脑油：商业库存：新加坡（周）,石脑油：表观消费量：中国（月）,石脑油：重整装置：产能利用率：中国（周）,石脑油：进口数量合计：中国（月）,石脑油：出口数量合计：中国（月）
2014/06/20,982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/23,988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/24,978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/25,980.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/26,979,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/27,980.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/06/30,980.62,#N/A,#N/A,#N/A,#N/A,#N/A,153585.673,0
2014/07/01,979.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/02,979.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/03,970.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/04,975.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/07,967.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/08,962.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/09,958.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/10,954.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/11,961.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/14,962.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/15,974.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/16,961.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/17,953.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/18,959,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/21,957.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/22,968.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/23,962.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/24,963,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/25,957.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/28,957.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/29,958.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/30,950.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/07/31,934.38,#N/A,#N/A,#N/A,#N/A,#N/A,256122.002,9635.215
2014/08/01,931.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/04,927.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/05,913.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/06,906.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/07,909.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/08,923.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/11,911.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/12,910.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/13,899.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/14,901.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/15,886.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/18,885.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/19,888.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/20,904.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/21,895.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/22,902.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/25,900.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/26,907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/27,910.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/28,907.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/29,902.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/08/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,408800.241,0
2014/09/01,903.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/02,901.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/03,887.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/04,900.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/05,897.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/08,882.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/09,879.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/10,873.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/11,862.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/12,873.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/15,860.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/16,865.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/17,873.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/18,866.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/19,861.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/22,865.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/23,859.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/24,853.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/25,849.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/26,843.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/29,842.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/09/30,850.38,#N/A,#N/A,#N/A,#N/A,#N/A,495736.669,0
2014/10/01,828.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/02,818.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/03,819.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/06,819.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/07,807.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/08,783.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/09,775.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/10,735.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/13,730.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/14,743.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/15,710.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/16,693.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/17,709.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/20,719.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/21,722.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/22,722.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/23,704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/24,710.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/27,710,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/28,709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/29,721.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/30,723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/10/31,718,#N/A,#N/A,#N/A,#N/A,#N/A,559790.889,0
2014/11/03,718.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/04,703.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/05,687.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/06,682.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/07,683.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/10,682.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/11,652.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/12,665.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/13,669.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/14,638.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/17,653.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/18,664.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/19,656.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/20,666.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/21,674.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/24,678.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/25,668.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/26,665.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/27,649.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/28,621.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/11/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,510608.278,0
2014/12/01,598.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/02,621.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/03,605.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/04,596.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/05,587.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/08,562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/09,543.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/10,543.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/11,513.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/12,512,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/15,515.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/16,493.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/17,493.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/18,497.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/19,484.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/22,515.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/23,490.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/24,501.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/25,501.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/26,501.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/29,486.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/30,459,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/12/31,461.12,#N/A,#N/A,#N/A,#N/A,#N/A,517416.272,0
2015/01/01,461.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/02,466.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/05,443.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/06,426.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/07,406.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/08,410,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/09,416.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/12,410.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/13,398.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/14,402.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/15,418.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/16,428.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/19,436.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/20,434.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/21,430.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/22,430.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/23,432.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/26,421.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/27,426.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/28,440.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/29,437.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/30,445.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/01/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,313036.778,0
2015/02/02,475.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/03,514.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/04,523.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/05,488.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/06,511.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/09,526.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/10,529.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/11,522.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/12,522.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/13,543.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/16,537.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/17,546.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/18,548.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/19,548.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/20,548.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/23,536.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/24,527,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/25,531.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/26,551.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/27,550.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/02/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,398749.692,0
2015/03/02,555.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/03,542.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/04,552.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/05,550.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/06,544.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/09,531.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/10,523.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/11,511.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/12,526.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/13,521.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/16,498.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/17,495.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/18,489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/19,504.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/20,505.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/23,514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/24,531.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/25,531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/26,569.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/27,549.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/30,531.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/03/31,524.5,#N/A,#N/A,#N/A,#N/A,#N/A,494463.564,0
2015/04/01,510.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/02,522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/03,522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/06,516.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/07,528.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/08,525.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/09,513.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/10,510.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/13,537.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/14,536.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/15,544.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/16,565.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/17,567.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/20,569.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/21,556.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/22,543.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/23,555.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/24,580.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/27,582.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/28,578,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/29,574.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/04/30,584.12,#N/A,#N/A,#N/A,#N/A,#N/A,443064.527,0
2015/05/01,584.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/04,584.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/05,580.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/06,591.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/07,582.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/08,573.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/11,576.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/12,578.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/13,592.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/14,588.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/15,591.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/18,596.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/19,578.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/20,571.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/21,571.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/22,575.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/25,557.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/26,564.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/27,563.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/28,550.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/29,559.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/05/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,321129.893,0
2015/06/01,559.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/02,581,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/03,576.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/04,563.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/05,547.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/08,558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/09,567.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/10,597.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/11,595.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/12,586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/15,576.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/16,566.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/17,566.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/18,562.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/19,565.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/22,560.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/23,555.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/24,567.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/25,552.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/26,551.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/29,543.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/06/30,547.5,#N/A,#N/A,#N/A,#N/A,#N/A,655168.901,0
2015/07/01,547.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/02,543.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/03,543.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/06,524.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/07,504.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/08,491.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/09,497.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/10,504.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/13,496.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/14,487.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/15,493.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/16,495.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/17,495.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/20,510.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/21,505.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/22,496.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/23,494.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/24,488.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/27,484.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/28,480.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/29,475.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/30,489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/07/31,482.25,#N/A,#N/A,#N/A,#N/A,#N/A,668273.398,0
2015/08/03,469.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/04,470.62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/05,472.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/06,457.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/07,457.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/10,457.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015/08/11,467.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
