指标名称,涤纶短纤：1.56*38mm半光本白：市场价：中国（日）,涤纶短纤：1.56*38mm水刺型：市场价：江苏（日）,涤纶短纤：4D*51mm低熔点：市场价：华东地区（日）,涤纶短纤：原生中空7D加硅：市场价：华东地区（日）,涤纶短纤：1.56*38mm半光本白：基差：中国（日）,聚酯纤维短纤：产量：中国（周）,聚酯纤维短纤：产量：中国（月）,聚酯纤维短纤：产能利用率：中国（周）,聚酯纤维短纤：产能利用率：中国（月）,聚酯纤维短纤：损失量：中国（月）,聚酯纤维短纤：厂内权益库存可用天数：中国（周）,聚酯纤维短纤：生产企业：物理库存天数：中国（周）,聚酯纤维短纤：表观消费量：中国（月）,聚酯纤维短纤：产销率：中国（日）,聚酯纤维短纤：生产毛利：中国（日）,未梳的聚酯短纤（包括未经其他纺前加工的）：进口数量合计：全球→中国（月）,未梳的聚酯短纤（包括未经其他纺前加工的）：出口数量合计：中国→全球（月）
2019/03/18,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,400.35,#N/A,#N/A
2019/03/19,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56,403.42,#N/A,#N/A
2019/03/20,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58,443.48,#N/A,#N/A
2019/03/21,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,349.7,#N/A,#N/A
2019/03/22,8725,#N/A,#N/A,#N/A,#N/A,122787.41,#N/A,80.93,#N/A,#N/A,4.59,#N/A,#N/A,70,357.33,#N/A,#N/A
2019/03/25,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51,391.35,#N/A,#N/A
2019/03/26,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77,281.04,#N/A,#N/A
2019/03/27,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,372.45,#N/A,#N/A
2019/03/28,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53,460.78,#N/A,#N/A
2019/03/29,8725,#N/A,#N/A,#N/A,#N/A,123222.53,#N/A,81.22,#N/A,#N/A,6.06,#N/A,#N/A,110,352.23,#N/A,#N/A
2019/03/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,536600,#N/A,80.63,#N/A,#N/A,#N/A,48.245,#N/A,#N/A,14531732,98491922
2019/04/01,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49,390.28,#N/A,#N/A
2019/04/02,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,407.38,#N/A,#N/A
2019/04/03,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53,549.2,#N/A,#N/A
2019/04/04,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,489.63,#N/A,#N/A
2019/04/05,#N/A,#N/A,#N/A,#N/A,#N/A,123222.53,#N/A,81.22,#N/A,#N/A,6.76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2019/04/08,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,600,359.42,#N/A,#N/A
2019/04/09,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47,492.98,#N/A,#N/A
2019/04/10,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,573.28,#N/A,#N/A
2019/04/11,8875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,572.17,#N/A,#N/A
2019/04/12,8850,#N/A,#N/A,#N/A,#N/A,117622.53,#N/A,77.52,#N/A,#N/A,3.74,#N/A,#N/A,55,504.6,#N/A,#N/A
2019/04/15,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54,427.03,#N/A,#N/A
2019/04/16,8825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,529.28,#N/A,#N/A
2019/04/17,8825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48,485.6,#N/A,#N/A
2019/04/18,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,587.92,#N/A,#N/A
2019/04/19,8750,#N/A,#N/A,#N/A,#N/A,118763.63,#N/A,78.28,#N/A,#N/A,7.19,#N/A,#N/A,31,527.88,#N/A,#N/A
2019/04/22,8725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,487.63,#N/A,#N/A
2019/04/23,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,455.58,#N/A,#N/A
2019/04/24,8700,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,487.58,#N/A,#N/A
2019/04/25,8700,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,479.6,#N/A,#N/A
2019/04/26,8650,8825,#N/A,#N/A,#N/A,118763.63,#N/A,78.28,#N/A,#N/A,7.79,#N/A,#N/A,49,442.08,#N/A,#N/A
2019/04/28,8625,8825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,388.425,#N/A,#N/A
2019/04/29,8575,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63,310.7,#N/A,#N/A
2019/04/30,8575,8750,#N/A,#N/A,#N/A,#N/A,530600,#N/A,78.24,#N/A,#N/A,#N/A,46.94,60,307.92,22888955,78944235
2019/05/03,#N/A,#N/A,#N/A,#N/A,#N/A,115689.88,#N/A,76.25,#N/A,#N/A,8.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2019/05/05,8550,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56,284.425,#N/A,#N/A
2019/05/06,8500,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,235.92,#N/A,#N/A
2019/05/07,8450,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,185.92,#N/A,#N/A
2019/05/08,8450,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61,166.4,#N/A,#N/A
2019/05/09,8425,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,147.17,#N/A,#N/A
2019/05/10,8425,8550,#N/A,#N/A,#N/A,111708.92,#N/A,73.63,#N/A,#N/A,12.93,#N/A,#N/A,90,126.73,#N/A,#N/A
2019/05/13,8425,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48,168.42,#N/A,#N/A
2019/05/14,8375,8450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56,184.28,#N/A,#N/A
2019/05/15,8275,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47,509.35,#N/A,#N/A
2019/05/16,8225,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46,472.17,#N/A,#N/A
2019/05/17,8200,8350,#N/A,#N/A,#N/A,107866.21,#N/A,71.09,#N/A,#N/A,14.87,#N/A,#N/A,56,475.83,#N/A,#N/A
2019/05/20,8100,8250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51,437.53,#N/A,#N/A
2019/05/21,8000,8200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54,414.48,#N/A,#N/A
2019/05/22,7900,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47,326.38,#N/A,#N/A
2019/05/23,7800,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,432.5,#N/A,#N/A
2019/05/24,7700,7900,#N/A,#N/A,#N/A,109761.42,#N/A,72.34,#N/A,#N/A,16.25,#N/A,#N/A,54,392.48,#N/A,#N/A
2019/05/27,7550,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,192.68,#N/A,#N/A
2019/05/28,7550,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,185.63,#N/A,#N/A
2019/05/29,7550,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,133.75,#N/A,#N/A
2019/05/30,7500,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,129.85,#N/A,#N/A
2019/05/31,7500,7700,#N/A,#N/A,#N/A,110050.42,503500,72.53,72.59,#N/A,13.39,#N/A,44.059,66,107.35,21999781,89311581
2019/06/03,7375,7550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,163.33,#N/A,#N/A
2019/06/04,7250,7550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73,27.63,#N/A,#N/A
2019/06/05,7175,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,-20.57,#N/A,#N/A
2019/06/06,7150,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-14.72,#N/A,#N/A
2019/06/07,#N/A,#N/A,#N/A,#N/A,#N/A,110654.42,#N/A,72.93,#N/A,#N/A,12.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2019/06/10,7100,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,500,-228.68,#N/A,#N/A
2019/06/11,7200,7425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,-105.45,#N/A,#N/A
2019/06/12,7250,7425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,16.3,#N/A,#N/A
2019/06/13,7243,7425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,18.15,#N/A,#N/A
2019/06/14,7250,7425,#N/A,#N/A,#N/A,111888.42,#N/A,73.74,#N/A,#N/A,5.3,#N/A,#N/A,73,-26.31,#N/A,#N/A
2019/06/17,7325,7475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,-24.13,#N/A,#N/A
2019/06/18,7375,7550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,-1,#N/A,#N/A
2019/06/19,7575,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,270,41.18,#N/A,#N/A
2019/06/20,7700,7750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,68.85,#N/A,#N/A
2019/06/21,7850,7900,#N/A,#N/A,#N/A,110643.42,#N/A,72.93,#N/A,#N/A,-2.43,#N/A,#N/A,70,222.78,#N/A,#N/A
2019/06/24,7850,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,176.45,#N/A,#N/A
2019/06/25,7850,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,183.15,#N/A,#N/A
2019/06/26,7900,7900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,180,110.65,#N/A,#N/A
2019/06/27,8200,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,219.22,#N/A,#N/A
2019/06/28,8200,8300,#N/A,#N/A,#N/A,115373.42,#N/A,76.04,#N/A,#N/A,0.36,#N/A,#N/A,50,209.4,#N/A,#N/A
2019/06/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,515500,#N/A,74.6,#N/A,#N/A,#N/A,43.446,#N/A,#N/A,13056782,85300757
2019/07/01,8600,8600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115,234.67,#N/A,#N/A
2019/07/02,8650,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,246,#N/A,#N/A
2019/07/03,8650,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,279.85,#N/A,#N/A
2019/07/04,8600,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,235.05,#N/A,#N/A
2019/07/05,8600,8800,#N/A,#N/A,#N/A,122844.42,#N/A,80.97,#N/A,#N/A,0.94,#N/A,#N/A,20,304.38,#N/A,#N/A
2019/07/08,8475,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,370.76,#N/A,#N/A
2019/07/09,8400,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,329.55,#N/A,#N/A
2019/07/10,8350,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,302.78,#N/A,#N/A
2019/07/11,8350,8500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,169.67,#N/A,#N/A
2019/07/12,8350,8500,#N/A,#N/A,#N/A,124705.42,#N/A,82.19,#N/A,#N/A,3.11,#N/A,#N/A,40,275.63,#N/A,#N/A
2019/07/15,8200,8400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,226.72,#N/A,#N/A
2019/07/16,8050,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,128.03,#N/A,#N/A
2019/07/17,8000,8250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,33.2,#N/A,#N/A
2019/07/18,7975,8250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-7.05,#N/A,#N/A
2019/07/19,7950,8250,#N/A,#N/A,#N/A,125705.42,#N/A,82.85,#N/A,#N/A,5.9,#N/A,#N/A,40,-35.63,#N/A,#N/A
2019/07/22,7900,8150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,-20.68,#N/A,#N/A
2019/07/23,7825,8050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,191.83,#N/A,#N/A
2019/07/24,7775,8000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,253.15,#N/A,#N/A
2019/07/25,7700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,209.93,#N/A,#N/A
2019/07/26,7500,7650,#N/A,#N/A,#N/A,125705.42,#N/A,82.85,#N/A,#N/A,8.52,#N/A,#N/A,75,128.13,#N/A,#N/A
2019/07/29,7350,7550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,75.58,#N/A,#N/A
2019/07/30,7250,7500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,180,-18.93,#N/A,#N/A
2019/07/31,7300,7550,#N/A,#N/A,#N/A,#N/A,543600,#N/A,82.22,#N/A,#N/A,#N/A,49.896,60,1.73,22240365,98426393
2019/08/01,7300,7500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,105.18,#N/A,#N/A
2019/08/02,7300,7500,#N/A,#N/A,#N/A,123112.42,#N/A,81.14,#N/A,#N/A,6.59,#N/A,#N/A,35,197.85,#N/A,#N/A
2019/08/05,7250,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25,306.08,#N/A,#N/A
2019/08/06,7200,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,277.8,#N/A,#N/A
2019/08/07,7100,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,177.8,#N/A,#N/A
2019/08/08,7050,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,68.3,#N/A,#N/A
2019/08/09,7050,7300,#N/A,#N/A,#N/A,120350.42,#N/A,79.32,#N/A,#N/A,6.97,#N/A,#N/A,60,54.9,#N/A,#N/A
2019/08/12,7050,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,51.55,#N/A,#N/A
2019/08/13,7050,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,30.18,#N/A,#N/A
2019/08/14,7175,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,550,15.02,#N/A,#N/A
2019/08/15,7175,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,51.07,#N/A,#N/A
2019/08/16,7175,7400,#N/A,#N/A,#N/A,121050.42,#N/A,79.78,#N/A,#N/A,-0.12,#N/A,#N/A,30,77.07,#N/A,#N/A
2019/08/19,7250,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,127.35,#N/A,#N/A
2019/08/20,7250,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,136.83,#N/A,#N/A
2019/08/21,7275,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,209.78,#N/A,#N/A
2019/08/22,7275,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,272.98,#N/A,#N/A
2019/08/23,7275,7450,#N/A,#N/A,#N/A,121414.42,#N/A,80.02,#N/A,#N/A,2.77,#N/A,#N/A,45,263.5,#N/A,#N/A
2019/08/26,7200,7450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,177.13,#N/A,#N/A
2019/08/27,7150,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45,121.75,#N/A,#N/A
2019/08/28,7125,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48,68.1,#N/A,#N/A
2019/08/29,7100,7350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,65.98,#N/A,#N/A
2019/08/30,7100,7300,#N/A,#N/A,#N/A,121414.42,#N/A,80.02,#N/A,#N/A,3.43,#N/A,#N/A,45,77.88,#N/A,#N/A
2019/08/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,524800,#N/A,79.79,#N/A,#N/A,#N/A,49.694,#N/A,#N/A,19087489,74945400
2019/09/02,7100,7300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,90.13,#N/A,#N/A
2019/09/03,7075,7275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,50.45,#N/A,#N/A
2019/09/04,7075,7275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,22.38,#N/A,#N/A
2019/09/05,7150,7275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,290,-8.23,#N/A,#N/A
2019/09/06,7175,7375,#N/A,#N/A,#N/A,124038.42,#N/A,81.75,#N/A,#N/A,1.89,#N/A,#N/A,50,11.93,#N/A,#N/A
2019/09/09,7200,7375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,-18.52,#N/A,#N/A
2019/09/10,7250,7375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,106,59.55,#N/A,#N/A
2019/09/11,7250,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,159.73,#N/A,#N/A
2019/09/12,7250,7400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,186.88,#N/A,#N/A
2019/09/13,#N/A,#N/A,#N/A,#N/A,#N/A,125838.42,#N/A,82.94,#N/A,#N/A,1.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2019/09/16,7500,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,188.03,#N/A,#N/A
2019/09/17,7700,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88,211.73,#N/A,#N/A
2019/09/18,7650,7875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,346.23,#N/A,#N/A
2019/09/19,7600,7850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,436.38,#N/A,#N/A
2019/09/20,7550,7850,#N/A,#N/A,#N/A,127438.42,#N/A,84,#N/A,#N/A,1.36,#N/A,#N/A,30,399.78,#N/A,#N/A
2019/09/23,7475,7800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,304.68,#N/A,#N/A
2019/09/24,7400,7700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,215.35,#N/A,#N/A
2019/09/25,7375,7650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40,154.43,#N/A,#N/A
2019/09/26,7300,7650,8950,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,133.03,#N/A,#N/A
2019/09/27,7250,7550,8950,8650,#N/A,128638.42,#N/A,84.79,#N/A,#N/A,1.56,#N/A,#N/A,50,111.1,#N/A,#N/A
2019/09/29,7175,7500,8950,8650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,22.7,#N/A,#N/A
2019/09/30,7175,7500,8950,8650,#N/A,#N/A,552300,#N/A,83.78,#N/A,#N/A,#N/A,50.459,140,-29.53,21839576,79107480
2019/10/04,#N/A,#N/A,#N/A,#N/A,#N/A,129538.42,#N/A,85.38,#N/A,#N/A,5.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2019/10/08,7150,7425,8950,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,-90.8,#N/A,#N/A
2019/10/09,7125,7300,8950,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,-140.53,#N/A,#N/A
2019/10/10,7125,7300,8950,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,-92.88,#N/A,#N/A
2019/10/11,7150,7300,8950,8550,#N/A,130378.42,#N/A,85.93,#N/A,#N/A,10.51,#N/A,#N/A,135,6.35,#N/A,#N/A
2019/10/12,7175,7300,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,17.95,#N/A,#N/A
2019/10/14,7250,7350,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,140.78,#N/A,#N/A
2019/10/15,7225,7350,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,181.98,#N/A,#N/A
2019/10/16,7200,7350,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,247.55,#N/A,#N/A
2019/10/17,7175,7300,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,270.15,#N/A,#N/A
2019/10/18,7150,7250,8850,8550,#N/A,129478.42,#N/A,85.34,#N/A,#N/A,12.78,#N/A,#N/A,50,244.58,#N/A,#N/A
2019/10/21,7075,7200,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,254.45,#N/A,#N/A
2019/10/22,7025,7150,8850,8550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,38,189.2,#N/A,#N/A
2019/10/23,7000,7150,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,167.83,#N/A,#N/A
2019/10/24,6975,7100,8650,8300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185,79.98,#N/A,#N/A
2019/10/25,6975,7100,8650,8300,#N/A,125663.42,#N/A,82.83,#N/A,#N/A,7.68,#N/A,#N/A,60,90.02,#N/A,#N/A
